Date,Year,SITE,LATDEC,LO-9999EC,DEPTH,BAY,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,APA,CHLA,TOC,SiO2,SAL_S,SAL_B,TEMP_S,TEMP_B,DO_S,DO_B,TURB,pH,Kd,TN_TP,N_P,DIN_TP,DSIGT,Si_DIN
15-01-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,3.23,3.118,0.113,3.86,81.04,7.09,73.95,0.285,0.063,0.219,0.643,1573.333,-9999,1,1.1,16.3,16.2,7.6,7.6,1.5,-9999,-9999,284.3,113.4,24.9,-9999,-9999
15-01-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,0.918,0.803,0.114,0.707,45.599,1.625,43.975,0.35,0.108,0.045,1.876,766.104,-9999,18.8,25.1,15.8,15.2,8.3,8.4,6.25,-9999,-9999,130.3,15.1,4.6,-9999,-9999
15-01-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,3.06,2.953,0.108,5.253,78.026,8.313,69.714,0.28,0.038,0.221,0.984,1524.375,-9999,0.7,0.9,16,16,7.7,7.8,0.85,-9999,-9999,278.7,221.7,29.7,-9999,-9999
16-01-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.243,0.17,0.415,0.173,45.862,0.415,45.204,0.405,0.048,0.15,1.334,958.333,-9999,12.8,12.7,16.6,16.5,7.5,7.4,2.9,-9999,-9999,113.2,13.8,1.6,-9999,-9999
23-01-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.28,0.24,0.04,0.228,72.018,0.508,71.51,0.413,0.105,3.283,3.611,1047.083,-9999,27.3,27.3,21.9,21.9,8.6,8.6,4.9,-9999,-9999,174.6,4.8,1.2,0,-9999
23-01-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.115,0.068,0.048,0.473,13.197,0.588,12.61,0.403,0,0.048,0.926,353.896,-9999,30.4,30.4,19.9,19.9,7.8,7.9,11.6,-9999,-9999,32.8,-9999,1.5,0,-9999
24-01-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,0.663,0.648,0.015,0.43,62.48,1.093,61.388,0.558,0.095,1.083,1.904,1006.458,-9999,7.1,7.1,22.2,22.2,5.5,5.6,5.8,-9999,-9999,112.1,11.5,2,-9999,-9999
24-01-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,1.243,1.213,0.03,1.813,50.973,3.055,47.918,0.335,0.043,0.261,0.438,772.125,-9999,13.3,13.4,22.2,21.8,7.9,7.9,14.85,-9999,-9999,152.2,71.9,9.1,-9999,-9999
24-01-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,1.56,1.365,0.195,5.54,52.517,7.1,45.417,0.273,0.143,0.481,0.626,707,-9999,17.2,17.2,21.8,21.8,6.7,6.2,30.15,-9999,-9999,192.7,49.8,26.1,0,-9999
05-02-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.25,0.11,0.14,0.415,44.367,0.665,43.702,1.07,0.095,0.529,2.302,914.583,-9999,17.6,17.9,15.7,15.7,8.1,8.2,20.35,-9999,-9999,41.5,7,0.6,-9999,-9999
06-02-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,3.425,3.238,0.188,1.65,90.341,5.075,85.266,0.51,0.018,0.257,1.738,1692.292,-9999,2.3,2.3,16.5,16.5,8.3,8.4,4.15,-9999,-9999,177.1,290,10,-9999,-9999
06-02-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,1.095,0.915,0.18,1.415,46.531,2.51,44.021,0.465,0.145,0.137,1.783,897.292,-9999,17.2,17.2,15.3,15.4,8.7,8.7,12.5,-9999,-9999,100.1,17.3,5.4,-9999,-9999
06-02-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,2.493,2.358,0.135,6.025,98.383,8.518,89.866,0.398,0.028,0.294,0.852,1729.375,-9999,0.9,1.8,15.3,15.8,8.4,8.3,2.45,-9999,-9999,247.5,309.7,21.4,-9999,-9999
12-02-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.87,0.503,0.368,23.868,72.262,24.738,47.524,0.288,0.018,0.817,1.123,950,-9999,28,28,20.9,20.9,8,8,4.9,-9999,-9999,251.3,1413.6,86,0,-9999
12-02-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.028,0.003,0.025,0.338,18.579,0.365,18.214,0.578,0.013,0.084,3.521,391.375,-9999,30.1,30.2,19.4,19.2,8.5,8.3,14,-9999,-9999,32.2,29.2,0.6,0.128,-9999
14-02-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,0.325,0.218,0.108,0.65,62.719,0.975,61.744,0.438,0.008,0.761,2,1027.292,-9999,9.8,9.7,17,17,6.5,6.5,10.15,-9999,-9999,143.4,130,2.2,-9999,-9999
14-02-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,1.048,0.845,0.203,2.138,51.874,3.185,48.689,0.265,0.003,0.187,0.62,960.208,-9999,14,15.3,16.8,17,5.1,5,14.1,-9999,-9999,195.7,1274,12,-9999,-9999
14-02-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,3.828,3.208,0.62,5.835,50.429,9.663,40.766,0.19,0.003,0.127,0.595,830.083,-9999,19.4,19.4,16.7,16.7,8,8,4.65,-9999,-9999,265.4,3865,50.9,0,-9999
04-03-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,1.19,0.975,0.215,1.513,40.082,2.703,37.38,0.573,0.17,0.051,0.628,704.333,15.728,24.5,24.5,20.9,20.9,7.4,7.5,9.7,-9999,-9999,70,15.9,4.7,-9999,5.8
05-03-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,3.593,3.293,0.3,1.62,91.637,5.213,86.424,0.833,0.08,0.266,1.02,1791.667,49.961,5.5,5.5,21.9,21.9,7.7,7.7,7.65,-9999,-9999,110.1,65.2,6.3,-9999,9.6
05-03-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.31,0.203,0.108,0.49,51.793,0.8,50.993,1.188,0.118,0.413,0.398,989.792,30.3,17.4,17.4,20.7,20.7,8,8.2,6.35,-9999,-9999,43.6,6.8,0.7,-9999,37.9
05-03-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,2.295,2.07,0.225,6.318,106.551,8.613,97.938,1.148,0.118,0.345,0.715,1990.417,59.444,1.6,1.7,21.2,21.2,8.2,8.1,6.25,-9999,-9999,92.9,73.3,7.5,-9999,6.9
21-03-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,2.625,2.258,0.368,3.68,56.726,6.305,50.421,0.303,0.043,-9999,0.943,796.917,8.975,17.1,17.1,20.4,20.4,6.8,6.4,11.45,-9999,-9999,187.5,148.4,20.8,-9999,1.4
21-03-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,3.013,2.388,0.625,18.413,70.431,21.425,49.006,0.243,0.033,-9999,0.353,814.917,27.089,22.4,22.5,20.6,20.5,4.2,4,18.45,-9999,-9999,290.4,659.2,88.4,-9999,1.3
21-03-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,4.988,4.265,0.723,6.653,54.327,11.64,42.687,0.248,0.033,-9999,0.574,597.688,14.262,20.7,20.9,19.9,20,6.2,6.2,45.05,-9999,-9999,219.5,358.2,47,0.127,1.2
22-03-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.98,0.628,0.353,10.975,49.352,11.955,37.397,0.348,0.025,-9999,0.227,557.333,9.236,32.1,32.2,21.6,19.5,7.3,7.4,5.65,-9999,-9999,142,478.2,34.4,0.668,0.8
22-03-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.058,0.048,0.01,0.505,8.961,0.563,8.399,0.385,0.023,-9999,0.472,201.854,0.783,33.9,33.8,20.1,20.1,7.7,7.7,5.35,-9999,-9999,23.3,25,1.5,-0.076,1.4
16-04-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.095,0.873,0.223,0.4,42.432,1.495,40.937,0.485,0.16,0.033,2.012,848.125,-9999,25,25,26.8,26.8,7.1,7.1,4.3,-9999,-9999,87.5,9.3,3.1,-9999,-9999
16-04-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,0.883,0.655,0.228,0.56,44.154,1.443,42.712,0.678,0.24,0.068,1.854,480.563,-9999,31.1,31.1,25.3,25.2,6.2,6.4,12.1,-9999,-9999,65.2,6,2.1,-9999,-9999
16-04-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,4.003,3.69,0.313,0.375,78.957,4.378,74.58,0.72,0.07,0.409,3.578,1671.25,-9999,8.6,10.6,26.9,26.7,7,6.7,2.7,-9999,-9999,109.7,62.5,6.1,-9999,-9999
17-04-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.64,0.455,0.185,0.693,31.974,1.333,30.642,0.38,0.183,0.036,1.277,885.417,-9999,28.2,28.3,25.3,25.3,6.3,6.5,5.1,-9999,-9999,84.1,7.3,3.5,-9999,-9999
24-04-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,0.728,0.578,0.15,1.035,64.557,1.763,62.795,0.535,0.063,1.38,1.937,996.875,-9999,18.1,19.2,27.1,27.5,4.4,4.3,4.1,-9999,-9999,120.7,28.2,3.3,-9999,-9999
24-04-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,2.713,2.355,0.358,2.3,55.915,5.013,50.902,0.368,0.078,0.629,1.104,768.375,-9999,20.9,20.8,27.3,27.3,6,6,10.35,-9999,-9999,152.1,64.7,13.6,-9999,-9999
24-04-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,2.413,2.195,0.218,0.928,46.428,3.34,43.088,0.228,0.1,0.279,0.499,666.917,-9999,22.5,23.4,26.9,27,3.9,3.7,2.25,-9999,-9999,204.1,33.4,14.7,0.636,-9999
25-04-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,1.338,1.093,0.245,9.923,59.162,11.26,47.902,0.27,0.17,0.33,0.225,773.771,-9999,34,33.9,27.7,27.8,6.1,6.1,1.7,-9999,-9999,219.1,66.2,41.7,-0.112,-9999
25-04-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.913,0.778,0.135,1.103,15.505,2.015,13.49,0.45,0.039,0.11,0.725,262.75,-9999,34.4,34.4,26.5,26.4,6.7,6.8,5.4,-9999,-9999,34.5,5.1,4.5,0.036,-9999
09-05-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,0.08,0.033,0.048,0.415,76.462,0.495,75.967,0.623,0.008,4.193,2.19,1114.375,-9999,22.2,22,27.2,27.2,7.1,7.1,7.65,-9999,-9999,122.8,66,0.8,-9999,-9999
09-05-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,1.19,0.983,0.208,3.9,65.917,5.09,60.827,0.263,0.013,0.758,0.989,764.063,-9999,23.6,23.7,26.7,26.7,6.8,6.9,39.7,-9999,-9999,251.1,407.2,19.4,-9999,-9999
09-05-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,0.065,0.033,0.033,0.42,50.892,0.485,50.407,0.195,0.015,0.3,0.13,647.354,-9999,27.2,27.2,26.5,26.5,6.7,6.7,3.2,-9999,-9999,261,32.3,2.5,0,-9999
10-05-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.245,0.145,0.1,4.563,45.019,4.808,40.211,0.16,0.003,0.285,0.19,576.188,-9999,36.5,36.6,27.5,27.5,6.9,7,2.95,-9999,-9999,281.4,1923,30.1,0.074,-9999
10-05-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.11,0.013,0.098,0.448,19.083,0.558,18.525,0.243,0.02,0.055,0.281,218.208,-9999,37.4,37.4,26.8,26.7,7.4,7.6,4.3,-9999,-9999,78.7,27.9,2.3,0.037,-9999
21-05-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.47,1.22,0.25,1.06,44.009,2.53,41.479,0.743,0.243,0.047,0.678,941.042,-9999,22.7,22.7,27.2,27.2,3.9,3.8,2.7,-9999,-9999,59.3,10.4,3.4,-9999,-9999
21-05-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,1.625,1.33,0.295,1.388,30.805,3.013,27.792,0.655,0.263,0.039,1.074,475.167,-9999,32.1,32.1,26.9,26.9,5.2,5.5,3.4,-9999,-9999,47,11.5,4.6,-9999,-9999
21-05-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,0.83,0.658,0.173,0.458,67.195,1.288,65.907,0.775,0.08,0.72,4.52,1556.25,-9999,9.9,10.2,27,27.1,5.4,5.5,2.3,-9999,-9999,86.7,16.1,1.7,-9999,-9999
22-05-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,1.085,0.895,0.19,0.305,30.616,1.39,29.226,0.615,0.16,0.047,1.233,428.771,-9999,31.5,31.5,27,27,6,5.9,3.75,-9999,-9999,49.8,8.7,2.3,-9999,-9999
06-06-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.5,0.34,0.16,15.885,79.162,16.385,62.777,0.228,0,0.484,0.321,727.833,-9999,36.2,36.2,30.6,30.7,6.5,7.1,1.65,-9999,-9999,348,-9999,72,-0.042,-9999
06-06-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.055,0,0.055,0.288,27.515,0.343,27.172,0.343,0.008,0.217,0.713,302.563,-9999,35.6,35.6,29.8,29.8,5.6,5.7,3.3,-9999,-9999,80.3,45.7,1,0,-9999
07-06-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,0.25,0.163,0.088,2.93,107.217,3.18,104.037,0.398,0.028,1.636,1.172,1702.292,-9999,16.4,17.9,30,30.1,7.2,7.4,4.3,-9999,-9999,269.7,115.6,8,-9999,-9999
07-06-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,2.385,1.823,0.563,8.34,71.855,10.725,61.13,0.185,0.015,0.273,0.545,965.625,-9999,25.1,25.3,30,29,7.1,7.1,11.85,-9999,-9999,388.4,715,58,-9999,-9999
07-06-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,0.028,0,0.028,0.458,48.697,0.485,48.212,0.138,0.003,1.637,0.151,845,-9999,28.4,28.4,29.6,29.6,6.2,6.5,1,-9999,-9999,354.2,194,3.5,0,-9999
18-06-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,0.863,0.605,0.258,0.563,54.238,1.425,52.813,0.575,0.14,0.237,1.621,1246.042,-9999,16.6,16.7,29.8,29.8,2.6,2.7,2.45,-9999,-9999,94.3,10.2,2.5,-9999,-9999
18-06-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,1.373,0.985,0.388,1.475,33.863,2.848,31.016,0.525,0.245,0.086,1.686,634.229,-9999,29.1,29.1,28.8,28.9,6,6.4,5.15,-9999,-9999,64.5,11.6,5.4,-9999,-9999
18-06-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,0.398,0.183,0.215,0.318,67.238,0.715,66.523,0.48,0.055,0.905,8.469,1645,-9999,3,3,29.4,29.2,5.4,5.3,2.15,-9999,-9999,140.1,13,1.5,-9999,-9999
19-06-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.408,0.24,0.168,0.515,36.014,0.923,35.092,0.615,0.135,1.363,2.638,770.208,-9999,25.9,25.9,29.8,29.8,4.9,4.6,5.5,-9999,-9999,58.6,6.8,1.5,-9999,-9999
04-07-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,1.213,0.92,0.293,4.18,60.848,5.393,55.455,0.528,0.095,1.183,1.673,993.542,64.196,1.9,2,31.1,31,7,7.1,4.77,-9999,-9999,115.4,56.8,10.2,-9999,11.9
04-07-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,1.603,1.238,0.365,5.463,57.342,7.065,50.277,0.255,0.038,0.398,0.689,825.854,31.429,19.8,20.3,30.1,29.9,5.7,5.8,12.58,-9999,-9999,224.9,188.4,27.7,-9999,4.4
04-07-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,0.568,0.418,0.15,1.223,48.605,1.79,46.815,0.305,0.048,0.667,0.237,818.354,22.089,16.9,16.9,30.9,30.9,8.5,8.5,1.53,-9999,-9999,159.4,37.7,5.9,0,12.3
05-07-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.493,0.29,0.203,15.12,84.545,15.613,68.932,0.228,0.005,0.716,0.264,1337.292,72.443,33.5,33.5,30.6,30.6,5.1,5.3,2.4,-9999,-9999,371.6,3122.5,68.6,0,4.6
05-07-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.04,0,0.04,0.288,12.483,0.328,12.156,0.233,0.003,0.07,0.237,332.563,5.259,35.3,35.2,30.8,30.8,7.4,7.6,1.1,-9999,-9999,53.7,131,1.4,-0.074,16
16-07-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.298,0.013,0.285,1.13,63.919,1.428,62.491,1.398,0.133,1.045,5.492,1086.042,167.424,16.1,16.1,29.6,29.6,4.8,4.6,11.45,-9999,-9999,45.7,10.8,1,-9999,117.2
17-07-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.595,1.265,0.33,1.163,61.6,2.758,58.843,0.418,0.065,0.379,2.22,1272.083,113.698,2.1,2.1,30.2,30.1,4.5,4.4,2.25,-9999,-9999,147.5,42.4,6.6,-9999,41.2
17-07-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,0.575,0.24,0.335,1.38,64.282,1.955,62.327,0.98,0.163,0.851,5.184,985.417,139.52,19.5,20,29.7,29.6,3.1,3.2,6.9,-9999,-9999,65.6,12,2,-9999,71.4
17-07-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,1.263,0.95,0.313,1.968,61.654,3.23,58.424,0.43,0.04,0.381,2.336,1248.958,111.616,1.1,1.1,29.9,29.8,5.5,5.6,2.6,-9999,-9999,143.4,80.8,7.5,-9999,34.6
15-08-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,2.163,1.853,0.31,0.995,66.139,3.158,62.981,0.563,0.048,0.136,1.058,1247.917,-9999,9.3,9.3,31.7,31.7,6.1,6.1,0.8,-9999,-9999,117.6,66.5,5.6,-9999,-9999
15-08-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,0.34,0.128,0.213,0.575,34.958,0.915,34.043,0.363,0.14,0.08,1.491,575.313,-9999,31.4,31.5,31.2,31,6.2,6.1,2.5,-9999,-9999,96.4,6.5,2.5,-9999,-9999
15-08-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,1.028,0.84,0.188,0.528,79.469,1.555,77.914,0.435,0.045,0.712,2.62,1371.875,-9999,0.8,0.9,31.8,31.6,6.9,6.9,1.1,-9999,-9999,182.7,34.6,3.6,-9999,-9999
16-08-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.355,0.193,0.163,0.685,41.584,1.04,40.544,0.588,0.055,0.134,1.446,717.854,-9999,27.8,27.9,30.4,30.4,6.6,6.6,3.55,-9999,-9999,70.8,18.9,1.8,-9999,-9999
21-08-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,1.145,1.028,0.118,1.53,66.345,2.675,63.67,0.525,0.115,2.574,2.847,963.75,-9999,7.2,7.2,28.6,28.6,1.8,1.8,7.25,-9999,-9999,126.4,23.3,5.1,-9999,-9999
21-08-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,2.77,2.175,0.595,6.055,69.219,8.825,60.394,0.295,0.098,0.554,0.525,864.375,-9999,13.4,13.3,28.1,28.3,4,4,17.75,-9999,-9999,234.6,90.5,29.9,-9999,-9999
21-08-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,1.245,1.038,0.208,3.073,56.509,4.318,52.192,0.168,0.015,0.364,0.194,719.771,-9999,24.4,24.5,28.6,28.6,3.6,3.3,5.95,-9999,-9999,337.4,287.8,25.8,0.074,-9999
22-08-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.335,0.223,0.113,18.768,81.448,19.103,62.345,0.183,0.04,0.282,0.269,998.75,-9999,37,37,29.6,29.6,4,4.1,2.35,-9999,-9999,446.3,477.6,104.7,0,-9999
22-08-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.043,0,0.043,0.16,22.382,0.203,22.179,0.375,0.01,0.187,1.191,295.417,-9999,36.5,36.5,29.3,29.3,6.3,6.3,5,-9999,-9999,59.7,20.3,0.5,0,-9999
13-09-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,1.87,1.698,0.173,4.495,73.24,6.365,66.875,0.333,0.133,0.782,2.968,1001.458,-9999,1.6,1.9,30.3,29.9,6.3,6.3,5.3,-9999,-9999,220.3,48,19.1,-9999,-9999
13-09-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,2.435,2.038,0.398,4.005,71.123,6.44,64.683,0.245,0.07,0.334,0.884,1120.417,-9999,19.2,19.2,30.5,30.5,6.4,6.5,9.95,-9999,-9999,290.3,92,26.3,-9999,-9999
13-09-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,1.638,1.43,0.208,5.885,66.273,7.523,58.75,0.225,0.073,0.451,0.621,891.667,-9999,16.1,23,29.9,30.5,6.1,5.6,3.9,-9999,-9999,294.5,103.8,33.4,4.869,-9999
14-09-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.22,0.135,0.085,1.055,125.753,1.275,124.478,0.643,0.035,1.397,3.7,1636.042,-9999,35.3,35.6,30.5,30.5,6.2,6.3,6.05,-9999,-9999,195.7,36.4,2,0.221,-9999
14-09-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.265,0.185,0.08,0.51,19.56,0.775,18.785,0.315,0.02,0.267,2.357,220.667,-9999,34.7,34.7,29.8,29.8,5,5,4.4,-9999,-9999,62.1,38.8,2.5,0,-9999
18-09-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,1.175,0.935,0.24,1.36,44.103,2.535,41.568,0.418,0.1,0.077,1.44,717.354,-9999,23.5,23.4,30.6,30.6,6.2,5.8,3.95,-9999,-9999,105.6,25.4,6.1,-9999,-9999
19-09-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.335,1.188,0.148,1.195,72.069,2.53,69.539,0.42,0.055,0.152,3.348,1519.167,-9999,0.7,0.7,30.8,30.7,4.5,4.3,0.85,-9999,-9999,171.6,46,6,-9999,-9999
19-09-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,1.51,1.228,0.283,1.338,41.166,2.848,38.318,0.518,0.215,0.093,2.169,726.833,-9999,25.2,25.2,30.9,30.9,4.8,4.6,1.75,-9999,-9999,79.5,13.2,5.5,-9999,-9999
19-09-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,1.09,0.953,0.138,1.398,73.725,2.488,71.238,0.38,0.038,0.174,2.858,1413.125,-9999,0.3,0.3,30.4,30.1,5.1,5.5,0.8,-9999,-9999,194,66.3,6.6,-9999,-9999
14-10-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,2.458,2.22,0.238,3.79,54.746,6.248,48.498,0.315,0.06,0.653,1.212,797.854,51.433,3.7,3.7,24.2,24.2,7.6,7.5,4.95,-9999,-9999,173.8,104.1,19.8,-9999,8.2
14-10-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,1.16,1.008,0.153,5.94,54.35,7.1,47.25,0.2,0,0.196,0.497,707.479,16.006,21.1,21,24.1,24.1,7.2,7.1,14.95,-9999,-9999,271.8,-9999,35.5,-0.075,2.3
15-10-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,1.933,1.438,0.495,15.253,77.461,17.185,60.276,0.255,0.003,0.482,2.008,875.625,73.201,18.5,18.6,25,25,6.7,6.7,17.2,-9999,-9999,303.8,6874,67.4,-9999,4.3
15-10-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.61,0.488,0.123,10.815,90.45,11.425,79.025,0.353,0.003,1.335,1.741,986.25,77.682,29.6,29.7,24.3,24.4,6.4,6.4,7.95,-9999,-9999,256.6,4570,32.4,0.043,6.8
15-10-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.48,0.265,0.215,0.43,21.439,0.91,20.529,0.418,0,0.082,3.807,255.625,6.147,34.9,34.9,24.6,24.6,5.7,5.7,9.8,-9999,-9999,51.4,-9999,2.2,0,6.8
22-10-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.487,0.284,0.203,0.443,45.415,0.929,44.486,0.475,0.038,0.058,2.336,923.75,32.752,17.5,17.6,25.6,25.6,4.1,4.2,2.6,-9999,-9999,95.6,24.8,2,-9999,35.3
23-10-1996,1996,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.795,1.575,0.22,0.373,60.883,2.168,58.715,0.59,0.09,0.055,1.664,1241.042,101.652,7.6,7.7,26,26,4.5,4.5,3.85,-9999,-9999,103.2,24.1,3.7,-9999,46.9
23-10-1996,1996,Ponce de Leon Bay,25.3497,-81.1246,2.4,WWB,2.72,2.278,0.443,1.53,39.223,4.25,34.973,0.475,0.023,0.07,2.176,745.833,37.745,23.1,23.1,25.4,25.3,3.7,3.7,5.5,-9999,-9999,82.6,188.9,9,-9999,8.9
23-10-1996,1996,Tarpon Bay,25.4173,-80.9984,2.7,WWB,1.39,1.245,0.145,0.593,73.237,1.983,71.255,0.483,0.038,0.123,1.376,1328.542,127.215,0.3,0.4,25.6,25.5,5.7,5.8,2,-9999,-9999,151.8,52.9,4.1,-9999,64.2
07-11-1996,1996,Little Madeira Bay,25.1752,-80.6269,1.6,FB,5.738,4.4,1.338,7.355,52.047,13.093,38.955,0.24,0.04,0.169,0.75,713.125,-9999,12,12,26.3,26.3,6.8,6.9,23.8,-9999,-9999,216.9,327.3,54.6,-9999,-9999
07-11-1996,1996,TS/Ph11,24.9129,-80.938,3.1,FB,0.305,0.253,0.053,0.485,27.956,0.79,27.166,0.293,0.015,0.046,0.33,407.25,-9999,34.7,34.7,27.4,27.4,6.6,6.6,2.2,-9999,-9999,95.6,52.7,2.7,0,-9999
08-11-1996,1996,Joe Bay,25.2245,-80.5366,1.4,FB,1.663,1.475,0.188,2.393,48.897,4.055,44.842,0.37,0.053,0.337,2.849,868.333,-9999,0.9,1,27.6,27.3,7.2,7.2,8.65,-9999,-9999,132.2,77.2,11,-9999,-9999
08-11-1996,1996,TS/Ph10,25.0247,-80.681,2.3,FB,0.48,0.335,0.145,3.895,38.418,4.375,34.043,0.153,0.03,0.255,0.245,560.479,-9999,29.8,30.5,28,27.5,7,7,2.35,-9999,-9999,251.9,145.8,28.7,0.705,-9999
08-11-1996,1996,TS/Ph9,25.1771,-80.4916,1.7,FB,1.938,1.595,0.343,1.843,44.893,3.78,41.113,0.13,0.025,0.097,0.316,686.771,-9999,22.1,22.1,27,27,6.7,6.6,3.4,-9999,-9999,345.3,151.2,29.1,0,-9999
21-11-1996,1996,Oyster Bay,25.3312,-81.0727,2.1,WWB,1.205,0.978,0.228,0.435,31.325,1.64,29.685,0.463,0.148,0.021,2.736,611.417,-9999,27.3,28.7,23.9,23.3,5,4.9,5.15,-9999,-9999,67.7,11.1,3.6,-9999,-9999
