Date,Year,SITE,LATDEC,LO-9999EC,DEPTH,BAY,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,APA,CHLA,TOC,SiO2,SAL_S,SAL_B,TEMP_S,TEMP_B,DO_S,DO_B,TURB,pH,Kd,TN_TP,N_P,DIN_TP,DSIGT,Si_DIN
02-05-2001,2001,TS/Ph10,25.0247,-80.681,2.3,FB,0.323,0.2,0.123,1.38,29.042,1.703,27.339,0.125,0.103,0.599,0.211,892.5,2.377,42.54,42.63,24.1,24.09,5.29,5.3,3.68,-9999,-9999,104.9,7.5,6.2,0.071,1.4
02-05-2001,2001,TS/Ph11,24.9129,-80.938,3.1,FB,0.21,0.115,0.095,0.325,6.478,0.535,5.943,0.103,0.043,0.037,0.135,192.208,10.004,37.86,37.79,24.28,24.27,5.83,5.84,1.53,-9999,-9999,28.5,5.7,2.4,-0.049,18.7
01-06-2001,2001,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.845,1.4,0.445,1.172,24.771,3.017,21.754,0.573,0.063,0.044,1.028,922.917,48.055,29,29,29.8,29.8,2,1.9,2.76,-9999,-9999,19.5,21.8,2.4,-9999,15.9
01-06-2001,2001,Oyster Bay,25.3312,-81.0727,2.1,WWB,1.493,1.195,0.298,1.473,17.186,2.965,14.221,0.488,0.1,0.035,0.962,502.646,28.564,34.3,34.3,29,29,4.1,4.2,3.77,-9999,-9999,15.9,13.4,2.8,-9999,9.6
01-06-2001,2001,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,0.155,0.073,0.083,0.425,16.723,0.58,16.143,0.488,0.015,0.039,1.055,409.25,1.689,36.8,36.8,28.8,28.6,5.9,5.7,4.49,-9999,-9999,15.5,17.5,0.5,-9999,2.9
01-06-2001,2001,Tarpon Bay,25.4173,-80.9984,2.7,WWB,2.217,1.567,0.65,1.77,29.797,3.987,25.81,0.573,0.065,0.176,0.944,1249.792,33.103,21.4,21.5,30.5,30.3,3.4,3.2,2.65,-9999,-9999,23.5,27.7,3.1,-9999,8.3
05-06-2001,2001,Little Madeira Bay,25.1752,-80.6269,1.6,FB,0.905,0.643,0.263,5.069,17.417,5.974,11.443,0.093,0.043,-9999,0.143,670.979,-9999,32.5,-9999,-9999,-9999,-9999,-9999,1.6,-9999,-9999,85,63.5,29.2,-9999,-9999
05-06-2001,2001,TS/Ph10,25.0247,-80.681,2.3,FB,0.21,0.113,0.098,3.01,20.406,3.22,17.186,0.12,0.035,-9999,0.386,827.292,-9999,42.1,-9999,-9999,-9999,-9999,-9999,0.93,-9999,-9999,76.8,41.6,12.1,-9999,-9999
05-06-2001,2001,TS/Ph11,24.9129,-80.938,3.1,FB,0.14,0,0.14,0.601,5.814,0.741,5.073,0.193,0.034,-9999,0.679,253.813,-9999,38.9,-9999,-9999,-9999,-9999,-9999,1.14,-9999,-9999,13.6,9.9,1.7,-9999,-9999
06-06-2001,2001,Joe Bay,25.2245,-80.5366,1.4,FB,0.198,0.105,0.093,1.065,21.871,1.262,20.609,0.13,0.043,-9999,0.168,722.396,-9999,34,-9999,-9999,-9999,-9999,-9999,0.68,-9999,-9999,76,13.4,4.4,-9999,-9999
06-06-2001,2001,TS/Ph9,25.1771,-80.4916,1.7,FB,3.27,2.823,0.448,2.853,27.43,6.123,21.307,0.065,0.058,-9999,0.131,572.354,-9999,35.2,-9999,-9999,-9999,-9999,-9999,0.95,-9999,-9999,190.6,48.1,42.5,-9999,-9999
12-06-2001,2001,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,3.055,2.383,0.673,1.38,19.036,4.435,14.601,0.443,0.073,-9999,1.663,1015.208,-9999,25.9,-9999,-9999,-9999,-9999,-9999,0.43,-9999,-9999,19.4,27.6,4.5,-9999,-9999
12-06-2001,2001,Tarpon Bay,25.4173,-80.9984,2.7,WWB,2.893,2.04,0.853,1.639,19.358,4.532,14.826,0.675,0.053,-9999,3.015,1191.042,-9999,20.1,-9999,-9999,-9999,-9999,-9999,0.63,-9999,-9999,13,39,3,-9999,-9999
13-06-2001,2001,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.103,0.043,0.06,0.27,11.018,0.373,10.645,0.405,0.05,0.057,1.021,488.104,-9999,35.7,-9999,-9999,-9999,-9999,-9999,0.42,-9999,-9999,12.3,3.4,0.4,-9999,-9999
13-06-2001,2001,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,0.388,0.245,0.143,0.498,9.585,0.885,8.7,0.443,0.08,0.067,1.036,476.021,-9999,12.2,-9999,-9999,-9999,-9999,-9999,0.54,-9999,-9999,9.8,5,0.9,-9999,-9999
12-07-2001,2001,Little Madeira Bay,25.1752,-80.6269,1.6,FB,0.15,0.03,0.12,0.37,36.42,0.52,35.9,0.153,0.005,0.382,0.182,783.729,4.266,37.4,37.4,30.9,30.8,5.5,5.9,3.28,-9999,-9999,107.9,47,1.5,-9999,8.2
12-07-2001,2001,TS/Ph10,25.0247,-80.681,2.3,FB,0.073,0,0.073,1.048,36.736,1.12,35.616,0.248,0.018,1.226,0.446,809.333,25.083,43.2,43.2,28.9,28.9,5.9,6.1,1.29,-9999,-9999,67,28.9,2,0,22.4
12-07-2001,2001,TS/Ph11,24.9129,-80.938,3.1,FB,0.098,0,0.098,0.185,15.66,0.283,15.377,0.59,0.018,0.558,1.926,211.521,13.253,39,39,29.2,29.1,5.4,5.4,11.74,-9999,-9999,12,7.3,0.2,0.041,46.8
13-07-2001,2001,Joe Bay,25.2245,-80.5366,1.4,FB,0.433,0.18,0.253,3.988,40.695,4.42,36.275,0.188,0.043,0.313,0.28,713.417,15.515,38.6,38.6,31.5,31.4,6.7,6.7,4.87,-9999,-9999,98,47,10.7,-9999,3.5
13-07-2001,2001,TS/Ph9,25.1771,-80.4916,1.7,FB,0.972,0.824,0.148,0.18,33.834,1.152,32.682,0.163,0.038,0.228,0.149,643.563,10.059,37.9,37.9,30.7,30.7,7.5,7.5,2.21,-9999,-9999,94,13.9,3.2,0,8.7
31-07-2001,2001,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,2.603,2.268,0.335,2.179,40.006,4.782,35.224,0.61,0.129,0.09,2.096,1323.125,89.921,15.9,18.4,31.8,31.5,1.4,1.5,2.05,-9999,-9999,29.6,16.8,3.5,-9999,18.8
31-07-2001,2001,Tarpon Bay,25.4173,-80.9984,2.7,WWB,1.945,1.703,0.243,1.116,46.747,3.061,43.685,0.39,0.052,0.133,1.952,1726.667,142.157,3.6,3.8,31.3,31,1.3,1.1,1.1,-9999,-9999,54.1,26.8,3.5,-9999,46.4
06-08-2001,2001,Oyster Bay,25.3312,-81.0727,2.1,WWB,3.25,2.606,0.645,3.513,30.935,6.763,24.173,0.48,0.043,0.194,2.413,888.542,31.054,20.3,21,29.6,29.3,4.4,4.9,3.94,-9999,-9999,29.1,71.9,6.4,-9999,4.6
06-08-2001,2001,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,3.168,2.723,0.445,1.028,21.541,4.195,17.346,0.52,0.095,0.229,3.935,664.396,17.438,27.6,30,30,28.8,5,5,4.43,-9999,-9999,18.7,19.9,3.6,-9999,4.2
14-08-2001,2001,Little Madeira Bay,25.1752,-80.6269,1.6,FB,0.483,0.22,0.263,5.105,45.819,5.588,40.231,0.163,0.063,0.516,0.306,838.188,-9999,29,30.9,31.7,31.7,6.5,6.5,1.78,-9999,-9999,127.3,40.4,15.5,-9999,-9999
14-08-2001,2001,TS/Ph10,25.0247,-80.681,2.3,FB,0.065,0.015,0.05,2.155,41.224,2.22,39.004,0.21,0.028,0.684,0.373,939.167,-9999,39.7,39.8,32.7,32.8,4.5,5.3,5.19,-9999,-9999,88.7,36.5,4.8,0.028,-9999
14-08-2001,2001,TS/Ph11,24.9129,-80.938,3.1,FB,0.11,0,0.11,0.233,16.597,0.343,16.254,0.248,0.025,0.802,2.009,371.875,-9999,36.4,36.4,32.3,32.2,5.1,5.1,2.93,-9999,-9999,30.3,6.2,0.6,0.044,-9999
15-08-2001,2001,Joe Bay,25.2245,-80.5366,1.4,FB,0.928,0.698,0.23,9.333,51.027,10.261,40.766,0.2,0.1,0.714,0.154,941.458,-9999,4.6,5.4,32.9,32.9,5.4,7.2,3.55,-9999,-9999,115.2,46.3,23.2,-9999,-9999
15-08-2001,2001,TS/Ph9,25.1771,-80.4916,1.7,FB,1.13,0.89,0.24,2.438,38.748,3.568,35.18,0.143,0.053,0.212,0.459,632.979,-9999,35.5,36.8,32.9,32.9,4.7,4.6,1.69,-9999,-9999,122.8,30.7,11.3,0.953,-9999
21-08-2001,2001,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.62,1.343,0.278,0.985,36.755,2.605,34.15,0.653,0.095,0.077,1.827,1388.333,-9999,9.4,9.3,30.6,30.6,2.5,2.5,1.3,-9999,-9999,25.4,12.4,1.8,-9999,-9999
21-08-2001,2001,Oyster Bay,25.3312,-81.0727,2.1,WWB,2.195,1.778,0.418,1.155,27.651,3.35,24.301,0.648,0.085,0.063,3.927,768.479,-9999,26.2,26.2,31.1,31.3,2.1,2,3.1,-9999,-9999,19.3,17.8,2.3,-9999,-9999
21-08-2001,2001,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,2.613,2.148,0.465,1.425,23.043,4.038,19.005,0.685,0.088,0.044,3.452,665.854,-9999,27.8,27.8,31,31,3,3.1,2.3,-9999,-9999,15.2,20.8,2.7,-9999,-9999
21-08-2001,2001,Tarpon Bay,25.4173,-80.9984,2.7,WWB,0.743,0.55,0.193,1.03,40.534,1.773,38.762,0.41,0.065,0.244,4.777,1792.708,-9999,1.2,1.2,31.1,31.2,3.6,3.6,1.15,-9999,-9999,44.6,12.3,2,-9999,-9999
05-09-2001,2001,Little Madeira Bay,25.1752,-80.6269,1.6,FB,0.724,0.674,0.05,1.169,20.258,1.893,18.365,0.158,0.055,0.692,0.271,1043.333,-9999,21,22.8,30.8,30.5,6,5.9,4.65,-9999,-9999,58.1,15.5,5.4,-9999,-9999
05-09-2001,2001,TS/Ph10,25.0247,-80.681,2.3,FB,0.065,0.008,0.058,1.54,16.587,1.605,14.982,0.135,0.008,0.858,0.526,940.625,-9999,39.9,40.4,31.8,31.6,5.24,5.41,1.45,-9999,-9999,55.5,96.7,5.4,0.456,-9999
05-09-2001,2001,TS/Ph11,24.9129,-80.938,3.1,FB,0.075,0,0.075,0.17,5.537,0.245,5.292,0.303,0.008,0.173,0.74,237.708,-9999,37.3,37.2,30.6,30.6,5.55,5.96,1.99,-9999,-9999,8.3,14.8,0.4,-0.074,-9999
07-09-2001,2001,Joe Bay,25.2245,-80.5366,1.4,FB,3.025,2.163,0.863,5.458,27.097,8.483,18.614,0.12,0.06,0.504,1.026,1107.5,-9999,1.84,1.98,31.23,30.9,6.1,7.6,4.65,-9999,-9999,102,63.9,31.9,-9999,-9999
07-09-2001,2001,TS/Ph9,25.1771,-80.4916,1.7,FB,0.448,0.283,0.165,0.998,17.404,1.445,15.959,0.09,0.015,0.143,0.166,813.125,-9999,34.11,34.08,31.05,31.1,5.6,6,2,-9999,-9999,87.3,43.5,7.3,-0.043,-9999
20-09-2001,2001,Oyster Bay,25.3312,-81.0727,2.1,WWB,2.531,2.063,0.468,1.188,48.87,3.719,45.151,0.711,0.042,0.082,0.569,702.708,-9999,21.63,21.81,28.43,28.39,2.7,2.6,3.7,-9999,-9999,31,40.1,2.4,-9999,-9999
20-09-2001,2001,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,2.974,2.461,0.513,1.077,21.236,4.051,17.185,0.745,0.053,0.05,0.704,620.208,-9999,25.57,26.14,28.22,28.14,3.2,3.4,4,-9999,-9999,12.9,34.7,2.5,-9999,-9999
21-09-2001,2001,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.233,1.101,0.131,0.955,30.935,2.188,28.747,0.02,0.048,0.157,0.271,1247.292,-9999,6.3,6.6,28.3,28.3,3.85,3.97,1.4,-9999,-9999,698.5,20.8,49.4,-9999,-9999
21-09-2001,2001,Tarpon Bay,25.4173,-80.9984,2.7,WWB,0.38,0.261,0.119,0.623,28.492,1.003,27.489,0.3,0.013,0.225,2.859,1336.875,-9999,0.9,1.2,28.9,28.7,4.48,4.21,0.7,-9999,-9999,42.9,36.2,1.5,-9999,-9999
17-10-2001,2001,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.07,0.94,0.13,0.393,29.244,1.463,27.782,0.243,0.045,0.276,1.047,1147.083,-9999,1.1,1.4,26.9,26.7,5.9,5.9,1.24,-9999,-9999,54.5,14.7,2.7,-9999,-9999
17-10-2001,2001,Oyster Bay,25.3312,-81.0727,2.1,WWB,4.085,3.703,0.383,0.415,17.536,4.5,13.036,0.503,0.153,0.172,3.868,595.833,-9999,20,20,27.6,27.6,8.5,8.8,3.44,-9999,-9999,15.8,13.3,4,-9999,-9999
17-10-2001,2001,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,3.592,3.149,0.443,0.438,17.364,4.029,13.335,1.251,0.268,0.141,5.932,574.521,-9999,22.8,22.9,27.3,27.4,8.1,8.6,6.01,-9999,-9999,6.3,6.8,1.5,-9999,-9999
17-10-2001,2001,Tarpon Bay,25.4173,-80.9984,2.7,WWB,0.51,0.387,0.123,0.4,26.923,0.91,26.013,0.215,0.025,0.364,1.536,1153.958,-9999,0.4,0.4,27,27,7.3,8,0.79,-9999,-9999,56.6,16.4,1.9,-9999,-9999
23-10-2001,2001,Little Madeira Bay,25.1752,-80.6269,1.6,FB,0.33,0.26,0.07,3.688,28.532,4.018,24.515,0.138,0.037,0.806,1.099,847.708,-9999,8.9,14.9,27.8,27.8,6.8,6.9,13.32,-9999,-9999,93.7,49.4,13.2,-9999,-9999
23-10-2001,2001,TS/Ph10,25.0247,-80.681,2.3,FB,0.805,0.61,0.195,5.359,17.366,6.164,11.202,0.111,0.021,0.598,0.186,579.938,-9999,26.8,29.5,27,27.4,5.9,5.9,2.04,-9999,-9999,70.8,135.8,25.1,1.867,-9999
23-10-2001,2001,TS/Ph11,24.9129,-80.938,3.1,FB,0.748,0.444,0.304,0.727,9.696,1.474,8.222,0.193,0.019,0.296,1.969,219.583,-9999,34.1,34.2,26.8,26.8,6.3,6.8,3.08,-9999,-9999,22.7,34.6,3.5,0.075,-9999
24-10-2001,2001,Joe Bay,25.2245,-80.5366,1.4,FB,0.788,0.55,0.238,5.847,21.054,6.634,14.419,0.075,0.032,0.448,0.821,600.021,-9999,0.4,0.4,29,28.8,5.1,5.3,4.33,-9999,-9999,126.8,95.1,40,-9999,-9999
24-10-2001,2001,TS/Ph9,25.1771,-80.4916,1.7,FB,1.742,1.645,0.098,2.23,25.548,3.972,21.575,0.135,0.033,0.302,0.3,619.104,-9999,19.7,24.5,28.6,28.5,5.8,5.4,7.33,-9999,-9999,85.5,54.8,13.3,3.597,-9999
01-11-2001,2001,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.381,1.274,0.107,1.425,37.285,2.806,34.479,0.518,0.038,0.247,0.607,1178.75,123.302,0.9,0.9,22.3,22.3,7.7,7.7,0.79,-9999,-9999,32.5,33.1,2.5,-9999,43.9
01-11-2001,2001,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,0.115,0,0.115,1.158,21.635,1.273,20.362,0.935,0.119,0.137,6.691,517.625,14.215,24.3,24.4,22.7,22.6,9.1,9.1,4.23,-9999,-9999,10.5,4.8,0.6,-9999,11.2
01-11-2001,2001,Tarpon Bay,25.4173,-80.9984,2.7,WWB,0.502,0.422,0.081,1.118,47.29,1.62,45.67,0.481,0.019,0.36,1.281,1179.167,151.568,0.4,0.4,22.6,22.7,6.5,9.7,1.74,-9999,-9999,44.4,37.6,1.5,-9999,93.6
02-11-2001,2001,Oyster Bay,25.3312,-81.0727,2.1,WWB,4.649,4.405,0.244,1.111,26.196,5.76,20.436,0.798,0.063,0.496,5.488,772.313,41.295,14.7,14.7,23.6,23.6,9.6,9.7,3.46,-9999,-9999,14.8,41.1,3.3,-9999,7.2
08-11-2001,2001,Little Madeira Bay,25.1752,-80.6269,1.6,FB,1.186,0.961,0.226,8.851,23.702,10.037,13.665,0.192,0.009,0.191,0.517,632.708,45.542,13.6,13.6,21.8,21.8,7.4,7.6,19.15,-9999,-9999,55.8,490,23.6,-9999,4.5
08-11-2001,2001,TS/Ph10,25.0247,-80.681,2.3,FB,0.498,0.376,0.122,4.653,10.716,5.151,5.565,0.11,0.043,0.202,0.175,403,7.293,28.5,30.2,22.7,22.9,7.3,7.3,5.62,-9999,-9999,43.9,54,21.1,1.22,1.4
08-11-2001,2001,TS/Ph11,24.9129,-80.938,3.1,FB,0.506,0.358,0.148,0.547,13.059,1.052,12.006,0.414,0.049,0.056,0.834,456.875,6.118,31.1,31.3,23.1,23.1,6.8,6.8,6.73,-9999,-9999,14.2,9.7,1.2,0.151,5.8
09-11-2001,2001,Joe Bay,25.2245,-80.5366,1.4,FB,1.508,1.465,0.043,1.486,13.069,2.994,10.075,0.173,0.009,0.295,0.744,626.104,54.66,0.8,0.8,23.3,23.3,6.4,6.6,4.8,-9999,-9999,34.1,147.4,7.8,-9999,18.3
09-11-2001,2001,TS/Ph9,25.1771,-80.4916,1.7,FB,2.397,2.072,0.325,4.537,18.53,6.934,11.596,0.103,0.095,0.189,0.186,495.563,10.684,23.8,23.8,22.9,22.9,7.5,7.4,3.37,-9999,-9999,81.2,33.1,30.4,0,1.5
03-12-2001,2001,Little Madeira Bay,25.1752,-80.6269,1.6,FB,1.306,0.86,0.447,4.413,33.953,5.719,28.235,0.129,0.05,0.305,0.559,585.333,-9999,15.7,15.9,25,24.9,8.1,6.4,6.83,-9999,-9999,118.9,51.7,20,-9999,-9999
03-12-2001,2001,TS/Ph10,25.0247,-80.681,2.3,FB,0.145,0.037,0.108,1.947,34.543,2.092,32.452,0.088,0.076,0.539,0.194,557.813,-9999,27.1,27.2,23.8,23.9,8.5,8.3,1.24,-9999,-9999,177.3,12.4,10.7,0.044,-9999
03-12-2001,2001,TS/Ph11,24.9129,-80.938,3.1,FB,0.025,0,0.025,0.214,21.051,0.238,20.812,0.193,0.078,0.081,0.682,395.563,-9999,29.5,29.5,24.1,24,9.3,8.9,2.2,-9999,-9999,49.4,1.4,0.6,0.032,-9999
04-12-2001,2001,Joe Bay,25.2245,-80.5366,1.4,FB,1.478,1.375,0.102,2.105,26.824,3.583,23.241,0.171,0.016,0.485,2.412,820.354,-9999,1.1,1.1,24,24,6.2,7,24.75,-9999,-9999,71.1,101.1,9.5,-9999,-9999
04-12-2001,2001,TS/Ph9,25.1771,-80.4916,1.7,FB,2.944,2.496,0.448,1.304,29.33,4.248,25.082,0.087,0.032,0.224,0.221,511.417,-9999,23.1,23.1,24,24,8.4,8.1,2.14,-9999,-9999,153.1,60,22.2,0,-9999
20-12-2001,2001,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.412,1.3,0.111,0.729,42.199,2.14,40.058,0.148,0.008,0.16,0.985,1188.958,-9999,0.8,1,23.9,23.9,5.2,5,1.13,-9999,-9999,129.2,124.7,6.6,-9999,-9999
20-12-2001,2001,Oyster Bay,25.3312,-81.0727,2.1,WWB,1.006,0.954,0.052,0.505,32.075,1.511,30.564,0.472,0.017,0.401,3.183,721.875,-9999,16.8,17.5,24.4,24.5,7.3,7.4,2.7,-9999,-9999,30.7,39.2,1.4,-9999,-9999
20-12-2001,2001,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,2.046,1.879,0.167,0.475,29.331,2.521,26.811,0.444,0.024,0.078,3.13,608.146,-9999,22,23,24.4,24.3,6.1,5.9,1.97,-9999,-9999,29.9,47.9,2.6,-9999,-9999
20-12-2001,2001,Tarpon Bay,25.4173,-80.9984,2.7,WWB,1.332,1.242,0.091,0.766,42.706,2.098,40.608,0.155,0.011,0.262,0.698,1302.917,-9999,0.3,0.3,23.4,23.5,5.6,5.5,0.77,-9999,-9999,124.8,88.1,6.1,-9999,-9999
23-01-2002,2002,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.15,0.088,0.063,0.135,15.597,0.285,15.312,0.687,0.04,0.61,3.187,798.917,40.605,16,16.2,24.9,24.9,7.58,7.49,4.06,-9999,-9999,22.7,7.1,0.4,-9999,142.5
23-01-2002,2002,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,0.915,0.77,0.145,0,17.422,0.915,16.507,0.51,0.023,0.117,1.988,574.292,67.346,25.45,28,24.1,23.6,7.21,7.24,3.17,-9999,-9999,34.2,40.7,1.8,-9999,73.6
24-01-2002,2002,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,2.099,1.928,0.171,0.402,21.267,2.502,18.765,0.645,0.057,0.216,2.008,1236.25,62.371,5.9,5.9,25.1,25.1,7.13,7.12,1.22,-9999,-9999,33,44.2,3.9,-9999,24.9
24-01-2002,2002,Tarpon Bay,25.4173,-80.9984,2.7,WWB,2.303,2.129,0.174,0.886,20.008,3.189,16.818,0.501,0,0.081,1.191,1350.208,57.462,3.1,3.2,24.6,24.6,8.7,8.18,0.79,-9999,-9999,39.9,-9999,6.4,-9999,18
29-01-2002,2002,Little Madeira Bay,25.1752,-80.6269,1.6,FB,0.301,0.247,0.054,1.897,28.62,2.198,26.422,0.265,0.057,0.345,0.431,677.125,0.149,16.72,16.72,26.52,26.58,7.1,6.3,3.15,-9999,-9999,108,38.4,8.3,-9999,0.1
29-01-2002,2002,TS/Ph10,25.0247,-80.681,2.3,FB,0.085,0.008,0.078,1.107,33.949,1.192,32.757,0.109,0.029,0.628,0.499,693.75,0.122,28.7,29.27,24.77,24.77,6.7,6.8,0.88,-9999,-9999,311.3,40.4,10.9,0.427,0.1
29-01-2002,2002,TS/Ph11,24.9129,-80.938,3.1,FB,0.078,0.036,0.043,0.108,14.116,0.186,13.929,0.225,0.008,0.054,0.733,205.833,0.615,32.98,32.99,24.78,24.78,8.9,8.67,2.96,-9999,-9999,62.7,22.9,0.8,0.007,3.3
30-01-2002,2002,Joe Bay,25.2245,-80.5366,1.4,FB,0.093,0.048,0.044,0.427,29.028,0.52,28.508,0.43,0.008,0.953,3.302,855,20.895,3.85,3.88,25.83,25.81,9.3,9.6,25.05,-9999,-9999,67.4,62.7,1.2,-9999,40.2
30-01-2002,2002,TS/Ph9,25.1771,-80.4916,1.7,FB,0.526,0.329,0.197,0.907,24.028,1.433,22.595,0.306,0.031,0.188,0.185,512.396,0.311,22.49,22.5,25.6,25.61,8.17,8.58,3.32,-9999,-9999,78.5,45.9,4.7,0.004,0.2
14-02-2002,2002,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,4.873,4.633,0.24,1.828,26.315,6.7,19.615,0.353,0.025,0.125,1.715,1599.167,-9999,3.74,3.86,22.7,22.75,9.04,9.08,4.51,-9999,-9999,74.7,268,19,-9999,-9999
14-02-2002,2002,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.797,0.649,0.148,0.167,14.426,0.964,13.461,0.393,0.057,0.052,3.177,679.563,-9999,26.4,26.41,21.99,21.98,9.1,8.63,6.67,-9999,-9999,36.8,16.9,2.5,-9999,-9999
14-02-2002,2002,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,0.752,0.587,0.165,0.423,11.978,1.175,10.804,0.071,0.015,0.027,4.722,609.167,-9999,28.46,28.65,21.85,21.83,8.58,8.49,6.85,-9999,-9999,168.7,78.3,16.6,-9999,-9999
14-02-2002,2002,Tarpon Bay,25.4173,-80.9984,2.7,WWB,3.943,3.69,0.253,5.217,24.545,9.159,15.386,0.268,0.018,0.252,2.882,1639.167,-9999,2.01,2.06,22.47,22.5,9.4,9.26,3.68,-9999,-9999,91.8,523.4,34.2,-9999,-9999
19-02-2002,2002,Joe Bay,25.2245,-80.5366,1.4,FB,0.673,0.503,0.17,1.839,47.891,2.511,45.379,0.3,0.004,0.837,2.083,778.917,-9999,8.8,8.88,18.71,18.7,5.9,4.49,22.52,-9999,-9999,159.6,627.9,8.4,-9999,-9999
19-02-2002,2002,Little Madeira Bay,25.1752,-80.6269,1.6,FB,0.605,0.581,0.024,0.784,20.074,1.389,18.685,0.215,0.052,0.327,0.285,654.792,-9999,15.59,13.66,19.11,19.13,6.85,6.91,2.59,-9999,-9999,93.4,26.8,6.5,-9999,-9999
19-02-2002,2002,TS/Ph9,25.1771,-80.4916,1.7,FB,0.494,0.416,0.078,0.215,16.465,0.709,15.756,0.218,0.035,0.167,0.163,459.979,-9999,25.65,26.05,15.51,15.12,6.32,6.5,4.48,-9999,-9999,75.7,20.3,3.3,0.386,-9999
20-02-2002,2002,TS/Ph10,25.0247,-80.681,2.3,FB,0.202,0.175,0.028,0.552,22.513,0.754,21.758,0.155,0.013,0.843,0.453,772.896,-9999,28.41,28.46,19.47,19.48,6.69,6.75,3.19,-9999,-9999,145.2,60,4.9,0.035,-9999
20-02-2002,2002,TS/Ph11,24.9129,-80.938,3.1,FB,0.241,0.2,0.041,0.262,10.781,0.504,10.277,0.645,0.014,0.06,0.363,282.292,-9999,32.07,32.11,19.9,19.86,10.97,11.43,3.06,-9999,-9999,16.7,36.5,0.8,0.041,-9999
07-03-2002,2002,Oyster Bay,25.3312,-81.0727,2.1,WWB,0.08,0,0.08,0.692,35.174,0.772,34.401,0.732,0.03,0.602,3.95,872.5,-9999,19.79,20.04,19.26,19.28,7.09,6.98,8.18,-9999,-9999,48,25.5,1.1,-9999,-9999
07-03-2002,2002,Ponce De Leon Bay,25.3497,-81.1246,2.4,WWB,0.104,0,0.104,0.271,22.793,0.375,22.418,0.521,0.014,0.148,4.291,729.083,-9999,23.59,27.42,19,18.95,6.74,6.65,8.12,-9999,-9999,43.8,26.5,0.7,-9999,-9999
08-03-2002,2002,Gunboat Isla-9999,25.3789,-81.0307,2.9,WWB,1.984,1.771,0.212,1.519,32.948,3.503,29.445,0.249,0.171,0.193,0.841,1279.583,-9999,9.8,9.85,20.33,20.22,6.43,6.28,1.44,-9999,-9999,132.6,20.5,14.1,-9999,-9999
08-03-2002,2002,Tarpon Bay,25.4173,-80.9984,2.7,WWB,3.034,2.804,0.23,3.773,32.047,6.806,25.241,0.206,0.105,0.185,0.146,1463.125,-9999,3.03,3.1,19.94,20.4,6.75,6.57,1,-9999,-9999,155.4,65.1,33,-9999,-9999
19-03-2002,2002,Little Madeira Bay,25.1752,-80.6269,1.6,FB,0.117,0.101,0.016,0.369,19.319,0.486,18.833,0.199,0.03,0.276,0.234,652.167,-9999,20.5,20.42,26.68,26.67,4.33,4.13,5.98,-9999,-9999,97.3,16.4,2.5,-9999,-9999
19-03-2002,2002,TS/Ph10,25.0247,-80.681,2.3,FB,0.042,0,0.042,0.724,23.191,0.766,22.424,0.152,0,0.829,0.395,695.646,-9999,29.58,29.59,25.36,25.36,3.35,3.16,1.38,-9999,-9999,153.1,-9999,5.1,0.007,-9999
19-03-2002,2002,TS/Ph11,24.9129,-80.938,3.1,FB,0.098,0,0.098,0.61,17.319,0.708,16.611,0.314,0.023,0.209,1.374,312.667,-9999,32.37,32.36,25.46,25.46,7.54,7.53,13.57,-9999,-9999,55.2,31.2,2.3,-0.007,-9999
20-03-2002,2002,Joe Bay,25.2245,-80.5366,1.4,FB,0.141,0.123,0.018,0.307,20.296,0.448,19.848,0.468,0.028,1.623,2.641,742.646,-9999,15.32,15.61,25.87,25.85,6.44,6.76,8.9,-9999,-9999,43.4,15.9,1,-9999,-9999
20-03-2002,2002,TS/Ph9,25.1771,-80.4916,1.7,FB,0.393,0.252,0.141,0.348,10.759,0.741,10.018,0.264,0.028,0.142,0.171,485.25,-9999,26.46,26.48,25.3,25.29,6.25,6.34,3.18,-9999,-9999,40.7,26.5,2.8,0.018,-9999
