REGION,Site_ID,Replicate,SampleType,SDI,SAMID,Date,Time,Water_Depth,Water_Temperature,WPH,WPH_Notes,CDEP,SPH,SH2O,ASH,OM,FBD,FBGTPs,TP,TC,TN,SRECTPs,FBGTPw,SRECTPw
NESS,27,-3,#NAME?,-9999,NESS27-3-SW,2008-09-11,,11.67,25.2,7.58,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.27,-9999
NESS,19,-2,#NAME?,-9999,NESS19-2-SW,2008-07-14,,34,20.4,7.59,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.71,-9999
NESS,19,-1,#NAME?,-9999,NESS19-1-SW,2008-07-14,,34.33,20.4,7.59,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.27,-9999
NESS,19,-3,#NAME?,-9999,NESS19-3-SW,2008-07-14,,35.67,20.4,7.59,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.51,-9999
NESS,31,-1,#NAME?,-9999,NESS31-1-SW,2006-09-21,14:33,31,34.7,7.64,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.03,-9999
NESS,31,-1,#NAME?,-9999,NESS31-1-SW,2008-09-10,,24,25,7.64,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.38,-9999
NESS,31,-1,#NAME?,-9999,NESS31-1-SW,2007-10-22,,21,25,7.65,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.65,-9999
NESS,31,-3,#NAME?,-9999,NESS31-3-SW,2007-10-22,,23.67,25,7.65,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.65,-9999
NESS,31,-2,#NAME?,-9999,NESS31-2-SW,2007-10-22,,28.67,25,7.65,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.58,-9999
NESS,15,-2,#NAME?,-9999,NESS15-2-SW,2007-10-19,,33,25,7.67,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.34,-9999
NESS,15,-1,#NAME?,-9999,NESS15-1-SW,2007-10-19,,37,25,7.67,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.79,4.12
NESS,15,-3,#NAME?,-9999,NESS15-3-SW,2007-10-19,,37,25,7.67,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.79,-9999
NESS,35,-3,#NAME?,-9999,NESS35-3-SW,2006-09-21,13:45,43,32.7,7.68,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.72,-9999
NESS,35,-3,#NAME?,-9999,NESS35-3-SW,2008-09-11,,23,24.2,7.68,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.58,-9999
NESS,31,-2,#NAME?,-9999,NESS31-2-SW,2006-09-21,14:53,40,34.9,7.71,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.03,-9999
NESS,27,-1,#NAME?,-9999,NESS27-1-SW,2006-09-15,12:30,5,34.5,7.74,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NESS,27,-1,#NAME?,-9999,NESS27-1-SW,2008-09-11,,13.67,25.2,7.74,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.77,-9999
NESS,33,-2,#NAME?,-9999,NESS33-2-SW,2006-09-12,15:08,12,36.6,7.77,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.68,-9999
NESS,33,-2,#NAME?,-9999,NESS33-2-SW,2008-09-10,,1.33,25,7.77,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.05,-9999
NESS,31,-2,#NAME?,-9999,NESS31-2-SW,2008-09-10,,21.33,25,7.77,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.69,-9999
NESS,27,-2,#NAME?,-9999,NESS27-2-SW,2006-09-15,13:30,-9999,38.9,7.78,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NESS,27,-2,#NAME?,-9999,NESS27-2-SW,2008-09-11,,14.33,25.2,7.78,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.72,-9999
NESS,31,-3,#NAME?,-9999,NESS31-3-SW,2006-09-21,15:13,47,33.2,7.79,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.34,-9999
NESS,31,-3,#NAME?,-9999,NESS31-3-SW,2008-09-10,,21.33,25,7.79,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.93,-9999
NESS,33,-1,#NAME?,-9999,NESS33-1-SW,2006-09-12,14:48,18,36.3,7.82,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.88,-9999
NESS,33,-3,#NAME?,-9999,NESS33-3-SW,2006-09-12,15:24,16,36.4,7.82,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.33,12.16
NESS,33,-1,#NAME?,-9999,NESS33-1-SW,2008-09-10,,0.33,25,7.82,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.06,8.99
NESS,33,-3,#NAME?,-9999,NESS33-3-SW,2008-09-10,,1.67,25,7.82,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.06,-9999
NESS,17,-3,#NAME?,-9999,NESS17-3-SW,2007-10-19,,37.33,25,7.87,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.2,-9999
NESS,17,-1,#NAME?,-9999,NESS17-1-SW,2007-10-19,,37.67,25,7.87,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.27,-9999
NESS,17,-2,#NAME?,-9999,NESS17-2-SW,2007-10-19,,41.67,25,7.87,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.76,-9999
NESS,17,-1,#NAME?,-9999,NESS17-1-SW,2006-09-12,10:16,39,28.7,7.88,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.65,-9999
NESS,20,-2,#NAME?,-9999,NESS20-2-SW,2006-09-20,15:06,45,30.9,7.88,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.34,-9999
NESS,17,-1,#NAME?,-9999,NESS17-1-SW,2008-09-05,,45.33,25,7.88,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.48,-9999
NESS,20,-2,#NAME?,-9999,NESS20-2-SW,2008-09-12,,34.67,25,7.88,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.24,-9999
NESS,32,-2,#NAME?,-9999,NESS32-2-SW,2006-09-21,16:08,25,34.6,7.94,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.25,-9999
NESS,32,-2,#NAME?,-9999,NESS32-2-SW,2008-09-10,,14.33,25,7.94,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.31,-9999
NESS,20,-1,#NAME?,-9999,NESS20-1-SW,2006-09-20,14:41,42,32.9,7.98,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.58,8.94
NESS,10,-1,#NAME?,-9999,NESS10-1-SW,2008-09-02,,43.33,25,7.98,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.05,-9999
NESS,20,-1,#NAME?,-9999,NESS20-1-SW,2008-09-12,,38.67,25,7.98,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.93,-9999
NESS,20,-3,#NAME?,-9999,NESS20-3-SW,2006-09-20,15:27,41,33.6,7.99,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.41,-9999
NESS,20,-3,#NAME?,-9999,NESS20-3-SW,2008-09-12,,35,25,7.99,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.89,-9999
NESS,17,-2,#NAME?,-9999,NESS17-2-SW,2006-09-12,10:34,40,29.3,8,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.58,7.18
NESS,17,-3,#NAME?,-9999,NESS17-3-SW,2006-09-12,10:52,45,29.3,8,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.06,-9999
NESS,17,-2,#NAME?,-9999,NESS17-2-SW,2008-09-05,,42.33,25,8,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.93,-9999
NESS,17,-3,#NAME?,-9999,NESS17-3-SW,2008-09-05,,45.67,25,8,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.17,-9999
NESS,30,-1,#NAME?,-9999,NESS30-1-SW,2006-09-20,16:12,20,35.3,8.03,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.65,6.39
NESS,30,-2,#NAME?,-9999,NESS30-2-SW,2006-09-20,16:37,25,35.1,8.03,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.03,-9999
NESS,30,-1,#NAME?,-9999,NESS30-1-SW,2008-09-12,,26.33,25,8.03,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.07,-9999
NESS,30,-2,#NAME?,-9999,NESS30-2-SW,2008-09-12,,30.67,25,8.03,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.31,10.82
NESS,32,-3,#NAME?,-9999,NESS32-3-SW,2006-09-21,16:29,35,34.8,8.04,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.78,-9999
NESS,32,-3,#NAME?,-9999,NESS32-3-SW,2008-09-10,,20.33,25,8.04,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.89,-9999
NESS,16,-1,#NAME?,-9999,NESS16-1-SW,2006-09-20,13:16,17,32.4,8.09,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.65,-9999
NESS,16,-1,#NAME?,-9999,NESS16-1-SW,2008-09-18,,11.67,20.5,8.09,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.1,8.06
NESS,32,-1,#NAME?,-9999,NESS32-1-SW,2006-09-21,15:45,33,36.1,8.1,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.14,-9999
NESS,32,-1,#NAME?,-9999,NESS32-1-SW,2008-09-10,,34.33,25,8.1,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.17,-9999
NESS,29,-2,#NAME?,-9999,NESS29-2-SW,2006-09-18,15:30,52,32.4,8.11,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.58,-9999
NESS,29,-2,#NAME?,-9999,NESS29-2-SW,2008-09-03,,57.33,25,8.11,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.62,-9999
NESS,29,-1,#NAME?,-9999,NESS29-1-SW,2006-09-18,15:00,54,31.1,8.18,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.13,-9999
NESS,30,-3,#NAME?,-9999,NESS30-3-SW,2006-09-20,16:54,20,35.2,8.18,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.72,-9999
NESS,29,-1,#NAME?,-9999,NESS29-1-SW,2008-09-03,,62.33,25,8.18,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.62,-9999
NESS,30,-3,#NAME?,-9999,NESS30-3-SW,2008-09-12,,20.67,25,8.18,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.31,-9999
NESS,29,-3,#NAME?,-9999,NESS29-3-SW,2006-09-18,16:00,50,32.1,8.19,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.65,-9999
NESS,29,-3,#NAME?,-9999,NESS29-3-SW,2008-09-03,,53.67,25,8.19,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.41,-9999
NESS,16,-2,#NAME?,-9999,NESS16-2-SW,2006-09-20,13:39,8,35.2,8.22,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.96,-9999
NESS,16,-2,#NAME?,-9999,NESS16-2-SW,2008-09-18,,12,20.5,8.22,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27.8,-9999
NESS,16,-3,#NAME?,-9999,NESS16-3-SW,2006-09-20,13:56,5,36.1,8.43,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.65,-9999
NESS,16,-3,#NAME?,-9999,NESS16-3-SW,2008-09-18,,12,20.5,8.43,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.75,-9999
NESS,2,-3,#NAME?,-9999,NESS02-3-SW,2006-09-18,10:00,37,27,7,Ranges from 7 to 8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.92,-9999
NESS,2,-1,#NAME?,-9999,NESS02-1-SW,2006-09-18,9:20,45,26.5,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.54,-9999
NESS,2,-2,#NAME?,-9999,NESS02-2-SW,2006-09-18,9:45,38,27,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.61,-9999
NESS,18,-1,#NAME?,-9999,NESS18-1-SW,2006-09-18,10:50,45,27.5,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.89,-9999
NESS,18,-2,#NAME?,-9999,NESS18-2-SW,2006-09-18,11:05,43,28,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.2,-9999
NESS,18,-3,#NAME?,-9999,NESS18-3-SW,2006-09-18,11:30,46,28,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.75,-9999
NESS,19,-1,#NAME?,-9999,NESS19-1-SW,2006-09-18,12:35,45,30,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.03,-9999
NESS,19,-2,#NAME?,-9999,NESS19-2-SW,2006-09-18,13:05,48,29.5,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.81,-9999
NESS,19,-3,#NAME?,-9999,NESS19-3-SW,2006-09-18,13:25,45,31,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.34,-9999
NESS,13,-1,#NAME?,-9999,NESS13-1-SW,2006-09-18,14:10,22,32.5,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.02,-9999
NESS,13,-2,#NAME?,-9999,NESS13-2-SW,2006-09-18,14:20,14,33,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.03,-9999
NESS,13,-3,#NAME?,-9999,NESS13-3-SW,2006-09-18,14:30,14,33.5,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.72,-9999
NESS,14,-1,#NAME?,-9999,NESS14-1-SW,2006-09-18,15:20,42,32,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.2,9.49
NESS,14,-2,#NAME?,-9999,NESS14-2-SW,2006-09-18,15:40,47,32,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.03,-9999
NESS,14,-3,#NAME?,-9999,NESS14-3-SW,2006-09-18,16:00,42,32,7,7+,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.72,-9999
