REGION,Site_ID,Replicate,SampleType,SDI,SAMID,Date,Time,Water_Depth,Water_Temperature,WPH,WPH_Notes,CDEP,SPH,SH2O,ASH,OM,FBD,FBGTPs,TP,TC,TN,SRECTPs,FBGTPw,SRECTPw
NESS,26,-3,#NAME?,-9999,NESS26-3-SF,2006-09-18,10:00,-9999,-9999,-9999,,5.7,7.31,98.43,43.06,56.94,0.04,360.36,0.89,-9999,-9999,-9999,-9999,-9999
NESS,26,-3,#NAME?,0-2,NESS26-3-SS-0-2,2006-09-18,10:00,-9999,-9999,-9999,,2,7.35,86.91,73.98,26.02,0.13,191.74,0.49,-9999,-9999,-9999,-9999,-9999
NESS,2,-3,#NAME?,0-2,NESS02-3-SS-0-2,2006-09-18,10:00,-9999,-9999,-9999,,2,7.86,78.06,68.84,31.16,0.17,160.79,0.53,-9999,-9999,-9999,-9999,-9999
NESS,2,-3,#NAME?,20-Oct,NESS02-3-SS-10-20,2006-09-18,10:00,-9999,-9999,-9999,,10,8.29,60.41,96.3,3.7,0.53,31.83,1.68,-9999,-9999,-9999,-9999,-9999
NESS,26,-3,#NAME?,10-Feb,NESS26-3-SS-2-10,2006-09-18,10:00,-9999,-9999,-9999,,8,7.41,79.83,75.36,24.64,0.23,147.68,2.67,-9999,-9999,-9999,-9999,-9999
NESS,26,-3,#NAME?,20-Oct,NESS26-3-SS-10-20,2006-09-18,10:00,-9999,-9999,-9999,,10,7.42,89.41,29.43,70.57,0.12,253.31,3.04,-9999,-9999,-9999,-9999,-9999
NESS,2,-3,#NAME?,10-Feb,NESS02-3-SS-2-10,2006-09-18,10:00,-9999,-9999,-9999,,8,7.95,75.34,78.34,21.66,0.32,171.81,4.36,-9999,-9999,-9999,-9999,-9999
NESS,18,-1,#NAME?,-9999,NESS18-1-BP,2006-09-18,10:50,-9999,-9999,-9999,,1.3,-9999,90.97,40.45,59.55,0.09,290.09,0.36,287.7,18,-9999,-9999,-9999
NESS,18,-1,#NAME?,0-2,NESS18-1-SS-0-2,2006-09-18,10:50,-9999,-9999,-9999,,2,7.19,88.21,33.59,66.41,0.11,485.97,1.07,284.9,22.7,571.85,-9999,-9999
NESS,18,-1,#NAME?,20-Oct,NESS18-1-SS-10-20,2006-09-18,10:50,-9999,-9999,-9999,,10,7.42,61.83,88.5,11.5,0.51,68.31,3.5,152.7,3,72.13,-9999,-9999
NESS,18,-1,#NAME?,10-Feb,NESS18-1-SS-2-10,2006-09-18,10:50,-9999,-9999,-9999,,8,7.02,86.48,24.69,75.31,0.15,353.46,4.33,400,28,-9999,-9999,-9999
NESS,11,-1,#NAME?,-9999,NESS11-1-SF,2006-09-18,10:54,-9999,-9999,-9999,,8,6.81,97.88,40.75,59.25,0.02,303.47,0.6,-9999,-9999,-9999,-9999,-9999
NESS,11,-1,#NAME?,0-2,NESS11-1-SS-0-2,2006-09-18,10:54,-9999,-9999,-9999,,2,6.89,83.49,63.22,36.78,0.16,260.97,0.86,-9999,-9999,-9999,-9999,-9999
NESS,11,-1,#NAME?,10-Feb,NESS11-1-SS-2-10,2006-09-18,10:54,-9999,-9999,-9999,,8,7.25,72.1,78.87,21.13,0.31,120.69,2.97,-9999,-9999,-9999,-9999,-9999
NESS,11,-1,#NAME?,20-Oct,NESS11-1-SS-10-20,2006-09-18,10:54,-9999,-9999,-9999,,10,7.17,68.95,82.9,17.1,0.45,66.81,3.01,-9999,-9999,-9999,-9999,-9999
NESS,18,-2,#NAME?,-9999,NESS18-2-BP,2006-09-18,11:05,-9999,-9999,-9999,,0.6,-9999,94.03,37.61,62.39,0.04,171.24,0.05,-9999,-9999,-9999,-9999,-9999
NESS,18,-2,#NAME?,0-2,NESS18-2-SS-0-2,2006-09-18,11:05,-9999,-9999,-9999,,2,7.15,91.6,30.75,69.25,0.08,481.65,0.81,-9999,-9999,-9999,-9999,-9999
NESS,18,-2,#NAME?,20-Oct,NESS18-2-SS-10-20,2006-09-18,11:05,-9999,-9999,-9999,,10,7.48,69.54,76.51,23.49,0.34,111.29,3.82,-9999,-9999,-9999,-9999,-9999
NESS,18,-2,#NAME?,10-Feb,NESS18-2-SS-2-10,2006-09-18,11:05,-9999,-9999,-9999,,8,7.13,83.91,33.4,66.6,0.16,358.71,4.7,-9999,-9999,-9999,-9999,-9999
NESS,11,-2,#NAME?,-9999,NESS11-2-SF,2006-09-18,11:20,-9999,-9999,-9999,,6,6.78,97.87,45.75,54.25,0.01,202.72,0.15,-9999,-9999,-9999,-9999,-9999
NESS,11,-2,#NAME?,0-2,NESS11-2-SS-0-2,2006-09-18,11:20,-9999,-9999,-9999,,2,7.15,87.88,66.02,33.98,0.1,169.57,0.33,-9999,-9999,-9999,-9999,-9999
NESS,11,-2,#NAME?,20-Oct,NESS11-2-SS-10-20,2006-09-18,11:20,-9999,-9999,-9999,,10,7.21,64.76,87.06,12.94,0.44,58.74,2.57,-9999,-9999,-9999,-9999,-9999
NESS,11,-2,#NAME?,10-Feb,NESS11-2-SS-2-10,2006-09-18,11:20,-9999,-9999,-9999,,8,7.23,79.76,50.89,49.11,0.24,279.06,5.33,-9999,-9999,-9999,-9999,-9999
NESS,18,-3,#NAME?,0-2,NESS18-3-SS-0-2,2006-09-18,11:30,-9999,-9999,-9999,,2,7.3,91.82,23.23,76.77,0.06,884.54,1.09,-9999,-9999,-9999,-9999,-9999
NESS,18,-3,#NAME?,20-Oct,NESS18-3-SS-10-20,2006-09-18,11:30,-9999,-9999,-9999,,10,7.18,71.59,75.36,24.64,0.31,137.47,4.2,-9999,-9999,-9999,-9999,-9999
NESS,18,-3,#NAME?,10-Feb,NESS18-3-SS-2-10,2006-09-18,11:30,-9999,-9999,-9999,,8,7.18,87.06,24.87,75.13,0.15,435.63,5.23,-9999,-9999,-9999,-9999,-9999
NESS,11,-3,#NAME?,-9999,NESS11-3-SF,2006-09-18,11:55,-9999,-9999,-9999,,9,6.92,98.73,19.18,80.82,0.01,356.25,0.36,366.7,34.8,-9999,-9999,-9999
NESS,11,-3,#NAME?,0-2,NESS11-3-SS-0-2,2006-09-18,11:55,-9999,-9999,-9999,,2,7.06,86.83,40.54,59.46,0.14,260.88,0.75,340.1,22,789.04,-9999,-9999
NESS,11,-3,#NAME?,20-Oct,NESS11-3-SS-10-20,2006-09-18,11:55,-9999,-9999,-9999,,10,7.17,73.11,79.43,20.57,0.35,68.58,2.42,195.1,6.5,104.83,-9999,-9999
NESS,11,-3,#NAME?,10-Feb,NESS11-3-SS-2-10,2006-09-18,11:55,-9999,-9999,-9999,,8,7.12,76.26,58.42,41.58,0.25,162.72,3.22,236.4,12.3,-9999,-9999,-9999
NESS,19,-1,#NAME?,-9999,NESS19-1-SF,2006-09-18,12:35,-9999,-9999,-9999,,4.5,7.18,93.33,49.87,50.13,0.06,267.87,0.69,-9999,-9999,-9999,-9999,-9999
NESS,19,-1,#NAME?,0-2,NESS19-1-SS-0-2,2006-09-18,12:35,-9999,-9999,-9999,,2,7.4,87.05,28.55,71.45,0.18,312.16,1.11,-9999,-9999,-9999,-9999,-9999
NESS,19,-1,#NAME?,18-Oct,NESS19-1-SS-10-18,2006-09-18,12:35,-9999,-9999,-9999,,8,6.92,82.76,27.82,72.18,0.17,117.75,1.57,-9999,-9999,-9999,-9999,-9999
NESS,19,-1,#NAME?,10-Feb,NESS19-1-SS-2-10,2006-09-18,12:35,-9999,-9999,-9999,,8,7.1,83.59,22.96,77.04,0.16,223.72,2.91,-9999,-9999,-9999,-9999,-9999
NESS,12,-1,#NAME?,-9999,NESS12-1-SF,2006-09-18,12:45,-9999,-9999,-9999,,2,7.28,91.88,82.48,17.52,0.13,109.97,0.29,175.8,7.4,-9999,-9999,-9999
NESS,12,-1,#NAME?,0-2,NESS12-1-SS-0-2,2006-09-18,12:45,-9999,-9999,-9999,,2,7.42,77.65,83.8,16.2,0.23,94.79,0.44,172.5,6.7,-9999,-9999,-9999
NESS,12,-1,#NAME?,20-Oct,NESS12-1-SS-10-20,2006-09-18,12:45,-9999,-9999,-9999,,10,7.68,52.69,96.02,3.98,0.64,25.42,1.62,132.7,1.2,-9999,-9999,-9999
NESS,12,-1,#NAME?,10-Feb,NESS12-1-SS-2-10,2006-09-18,12:45,-9999,-9999,-9999,,8,7.5,56.01,95.31,4.69,0.56,37.53,1.68,131.7,1.7,-9999,-9999,-9999
NESS,19,-2,#NAME?,-9999,NESS19-2-SF,2006-09-18,13:05,-9999,-9999,-9999,,4,7.33,92.11,60.93,39.07,0.06,191.74,0.45,239,16.4,-9999,-9999,-9999
NESS,19,-2,#NAME?,0-2,NESS19-2-SS-0-2,2006-09-18,13:05,-9999,-9999,-9999,,2,7.46,85.01,38.93,61.07,0.19,349.49,1.32,347.9,24.5,-9999,-9999,-9999
NESS,19,-2,#NAME?,20-Oct,NESS19-2-SS-10-20,2006-09-18,13:05,-9999,-9999,-9999,,10,6.96,83.57,25.82,74.18,0.18,137.9,2.5,437.8,22.1,-9999,-9999,-9999
NESS,19,-2,#NAME?,10-Feb,NESS19-2-SS-2-10,2006-09-18,13:05,-9999,-9999,-9999,,8,6.96,82.62,25.02,74.98,0.17,233.83,3.24,436,22.7,367.24,-9999,-9999
NESS,19,-3,#NAME?,0-2,NESS19-3-SS-0-2,2006-09-18,13:25,-9999,-9999,-9999,,2,7.49,87.37,54.34,45.66,0.15,281.6,0.82,-9999,-9999,-9999,-9999,-9999
NESS,19,-3,#NAME?,10-Feb,NESS19-3-SS-2-10,2006-09-18,13:25,-9999,-9999,-9999,,8,7.11,81.65,32.88,67.12,0.19,153.89,2.34,-9999,-9999,-9999,-9999,-9999
NESS,19,-3,#NAME?,10-17.5,NESS19-3-SS-10-17.5,2006-09-18,13:25,-9999,-9999,-9999,,7.5,6.74,71.31,68.57,31.43,0.32,101,2.4,-9999,-9999,-9999,-9999,-9999
NESS,12,-2,#NAME?,-9999,NESS12-2-SF,2006-09-18,13:33,-9999,-9999,-9999,,4.5,7.09,97.86,50,50,0.03,297.54,0.37,-9999,-9999,-9999,-9999,-9999
NESS,12,-2,#NAME?,0-2,NESS12-2-SS-0-2,2006-09-18,13:33,-9999,-9999,-9999,,2,7.25,78.59,79.61,20.39,0.26,156.54,0.81,-9999,-9999,-9999,-9999,-9999
NESS,12,-2,#NAME?,10-Feb,NESS12-2-SS-2-10,2006-09-18,13:33,-9999,-9999,-9999,,8,7.28,57.76,94.19,5.81,0.54,49.93,2.15,-9999,-9999,-9999,-9999,-9999
NESS,12,-2,#NAME?,20-Oct,NESS12-2-SS-10-20,2006-09-18,13:33,-9999,-9999,-9999,,10,7.29,53.47,96.28,3.72,0.62,80.88,5.04,-9999,-9999,-9999,-9999,-9999
NESS,13,-1,#NAME?,-9999,NESS13-1-BP,2006-09-18,14:10,-9999,-9999,-9999,,1.7,-9999,81.88,76.24,23.76,0.16,52.8,0.14,-9999,-9999,-9999,-9999,-9999
NESS,13,-1,#NAME?,0-2,NESS13-1-SS-0-2,2006-09-18,14:10,-9999,-9999,-9999,,2,7.38,73.87,80.36,19.64,0.35,133.78,0.94,-9999,-9999,-9999,-9999,-9999
NESS,13,-1,#NAME?,06-Feb,NESS13-1-SS-2-6,2006-09-18,14:10,-9999,-9999,-9999,,4,7.34,68.2,86.68,13.32,0.32,138.02,1.79,-9999,-9999,-9999,-9999,-9999
NESS,12,-3,#NAME?,-9999,NESS12-3-SF,2006-09-18,14:15,-9999,-9999,-9999,,8.5,7.22,93.97,74.75,25.25,0.04,283.65,0.98,-9999,-9999,-9999,-9999,-9999
NESS,12,-3,#NAME?,0-2,NESS12-3-SS-0-2,2006-09-18,14:15,-9999,-9999,-9999,,2,7.17,73.59,86.31,13.69,0.31,101.37,0.62,-9999,-9999,-9999,-9999,-9999
NESS,12,-3,#NAME?,10-Feb,NESS12-3-SS-2-10,2006-09-18,14:15,-9999,-9999,-9999,,8,7.48,56.27,93.73,6.27,0.59,54.4,2.55,-9999,-9999,-9999,-9999,-9999
NESS,12,-3,#NAME?,20-Oct,NESS12-3-SS-10-20,2006-09-18,14:15,-9999,-9999,-9999,,10,7.6,50.42,95.8,4.2,0.7,38.9,2.71,-9999,-9999,-9999,-9999,-9999
NESS,13,-2,#NAME?,-9999,NESS13-2-BP,2006-09-18,14:20,-9999,-9999,-9999,,2,-9999,81.65,72.3,27.7,0.17,108.38,0.38,199.1,9.5,-9999,-9999,-9999
NESS,13,-2,#NAME?,0-2,NESS13-2-SS-0-2,2006-09-18,14:20,-9999,-9999,-9999,,2,7.49,74.12,77.26,22.74,0.34,165.76,1.12,190.4,6.2,288.35,-9999,-9999
NESS,13,-2,#NAME?,05-Feb,NESS13-2-SS-2-5,2006-09-18,14:20,-9999,-9999,-9999,,3,7.22,74.08,80.58,19.42,0.23,181.55,1.23,177.7,8.8,-9999,-9999,-9999
NESS,13,-3,#NAME?,-9999,NESS13-3-BP,2006-09-18,14:30,-9999,-9999,-9999,,1.8,-9999,85.63,66.29,33.71,0.11,273.08,0.53,-9999,-9999,-9999,-9999,-9999
NESS,13,-3,#NAME?,0-2,NESS13-3-SS-0-2,2006-09-18,14:30,-9999,-9999,-9999,,2,7.33,75.61,69.71,30.29,0.23,250.41,1.16,-9999,-9999,-9999,-9999,-9999
NESS,13,-3,#NAME?,07-Feb,NESS13-3-SS-2-7,2006-09-18,14:30,-9999,-9999,-9999,,5,7.33,65.04,82.4,17.6,0.43,197.85,4.27,-9999,-9999,-9999,-9999,-9999
NESS,29,-1,#NAME?,-9999,NESS29-1-SF,2006-09-18,15:00,-9999,-9999,-9999,,5,7.04,97.67,40.87,59.13,0.02,281.27,0.29,-9999,-9999,-9999,-9999,-9999
NESS,29,-1,#NAME?,0-2,NESS29-1-SS-0-2,2006-09-18,15:00,-9999,-9999,-9999,,2,7.11,82.79,43.49,56.51,0.23,302.47,1.38,-9999,-9999,-9999,-9999,-9999
NESS,29,-1,#NAME?,20-Oct,NESS29-1-SS-10-20,2006-09-18,15:00,-9999,-9999,-9999,,10,7.18,87.74,19.2,80.8,0.13,141.93,1.87,-9999,-9999,-9999,-9999,-9999
NESS,29,-1,#NAME?,10-Feb,NESS29-1-SS-2-10,2006-09-18,15:00,-9999,-9999,-9999,,8,7.25,86.18,21.92,78.08,0.13,210.89,2.27,-9999,-9999,-9999,-9999,-9999
NESS,14,-1,#NAME?,-9999,NESS14-1-BP,2006-09-18,15:20,-9999,-9999,-9999,,2,-9999,88.73,60.43,39.57,0.08,199.77,0.34,-9999,-9999,-9999,-9999,-9999
NESS,14,-1,#NAME?,0-2,NESS14-1-SS-0-2,2006-09-18,15:20,-9999,-9999,-9999,,2,7.31,86.3,60.71,39.29,0.12,234.95,0.55,-9999,-9999,-9999,-9999,-9999
NESS,14,-1,#NAME?,20-Oct,NESS14-1-SS-10-20,2006-09-18,15:20,-9999,-9999,-9999,,10,7.28,71.48,68.22,31.78,0.3,136.78,4.17,-9999,-9999,-9999,-9999,-9999
NESS,14,-1,#NAME?,10-Feb,NESS14-1-SS-2-10,2006-09-18,15:20,-9999,-9999,-9999,,8,7.06,82.04,46.82,53.18,0.19,347.98,5.34,-9999,-9999,-9999,-9999,-9999
NESS,29,-2,#NAME?,-9999,NESS29-2-SF,2006-09-18,15:30,-9999,-9999,-9999,,8,7.37,94.66,60.86,39.14,0.04,278.44,0.83,257.3,17,359.42,-9999,-9999
NESS,29,-2,#NAME?,0-2,NESS29-2-SS-0-2,2006-09-18,15:30,-9999,-9999,-9999,,2,7.37,87.88,60.91,39.09,0.09,261.82,0.46,225.6,13.8,-9999,-9999,-9999
NESS,29,-2,#NAME?,18-Oct,NESS29-2-SS-10-18,2006-09-18,15:30,-9999,-9999,-9999,,8,7.4,85.18,25.89,74.11,0.14,285.39,3.2,418.7,28,-9999,-9999,-9999
NESS,29,-2,#NAME?,10-Feb,NESS29-2-SS-2-10,2006-09-18,15:30,-9999,-9999,-9999,,8,7.26,84.58,42.19,57.81,0.15,320.87,3.89,344.1,23.7,-9999,-9999,-9999
NESS,14,-2,#NAME?,-9999,NESS14-2-BP,2006-09-18,15:40,-9999,-9999,-9999,,5,-9999,90.29,60.18,39.82,0.06,240.13,0.74,-9999,-9999,-9999,-9999,-9999
NESS,14,-2,#NAME?,0-2,NESS14-2-SS-0-2,2006-09-18,15:40,-9999,-9999,-9999,,2,7.41,81.91,55.03,44.97,0.2,243.79,1,-9999,-9999,-9999,-9999,-9999
NESS,14,-2,#NAME?,19-Oct,NESS14-2-SS-10-19,2006-09-18,15:40,-9999,-9999,-9999,,9,7.11,77.33,33.62,66.38,0.24,145.5,3.19,-9999,-9999,-9999,-9999,-9999
NESS,14,-2,#NAME?,10-Feb,NESS14-2-SS-2-10,2006-09-18,15:40,-9999,-9999,-9999,,8,7.3,82.28,43.94,56.06,0.18,259.05,3.73,-9999,-9999,-9999,-9999,-9999
NESS,14,-3,#NAME?,-9999,NESS14-3-BP,2006-09-18,16:00,-9999,-9999,-9999,,1,-9999,91.21,55.9,44.1,0.08,77.19,0.06,-9999,-9999,130.94,-9999,-9999
NESS,29,-3,#NAME?,-9999,NESS29-3-SF,2006-09-18,16:00,-9999,-9999,-9999,,6,7.42,99.06,23.18,76.82,0.01,497.03,0.15,-9999,-9999,-9999,-9999,-9999
NESS,14,-3,#NAME?,0-2,NESS14-3-SS-0-2,2006-09-18,16:00,-9999,-9999,-9999,,2,7.39,84.23,60.3,39.7,0.16,135.85,0.44,227.2,16.3,-9999,-9999,-9999
NESS,29,-3,#NAME?,0-2,NESS29-3-SS-0-2,2006-09-18,16:00,-9999,-9999,-9999,,2,7.21,86.02,66.01,33.99,0.12,226.24,0.56,-9999,-9999,-9999,-9999,-9999
NESS,29,-3,#NAME?,20-Oct,NESS29-3-SS-10-20,2006-09-18,16:00,-9999,-9999,-9999,,10,6.99,86.98,17.34,82.66,0.15,105.98,1.62,-9999,-9999,-9999,-9999,-9999
NESS,29,-3,#NAME?,10-Feb,NESS29-3-SS-2-10,2006-09-18,16:00,-9999,-9999,-9999,,8,7.25,84.21,44.24,55.76,0.17,198.39,2.7,-9999,-9999,-9999,-9999,-9999
NESS,14,-3,#NAME?,10-Feb,NESS14-3-SS-2-10,2006-09-18,16:00,-9999,-9999,-9999,,8,7.33,80.93,50.36,49.64,0.17,238.34,3.19,309.3,17.5,-9999,-9999,-9999
NESS,14,-3,#NAME?,20-Oct,NESS14-3-SS-10-20,2006-09-18,16:00,-9999,-9999,-9999,,10,7.27,80.09,38.45,61.55,0.23,187.16,4.25,328.1,20,-9999,-9999,-9999
NESS,4,-1,#NAME?,-9999,NESS04-1-SF,2006-09-20,9:19,-9999,-9999,-9999,,5.5,7.27,93.37,42.28,57.72,0.03,435.56,0.82,-9999,-9999,-9999,-9999,-9999
NESS,4,-1,#NAME?,0-2,NESS04-1-SS-0-2,2006-09-20,9:19,-9999,-9999,-9999,,2,7.53,87.96,54.35,45.65,0.17,420.3,1.44,-9999,-9999,-9999,-9999,-9999
NESS,4,-1,#NAME?,20-Oct,NESS04-1-SS-10-20,2006-09-20,9:19,-9999,-9999,-9999,,10,7.88,59.9,89.69,10.31,0.48,67.94,3.27,-9999,-9999,-9999,-9999,-9999
NESS,4,-1,#NAME?,10-Feb,NESS04-1-SS-2-10,2006-09-20,9:19,-9999,-9999,-9999,,8,7.4,83.23,50.46,49.54,0.18,346.79,4.93,-9999,-9999,-9999,-9999,-9999
NESS,4,-2,#NAME?,0-2,NESS04-2-SS-0-2,2006-09-20,9:46,-9999,-9999,-9999,,2,7.65,89.95,52.62,47.38,0.1,392.91,0.76,-9999,-9999,-9999,-9999,-9999
NESS,4,-2,#NAME?,20-Oct,NESS04-2-SS-10-20,2006-09-20,9:46,-9999,-9999,-9999,,10,7.36,67.38,78.62,21.38,0.36,100.5,3.64,-9999,-9999,-9999,-9999,-9999
NESS,4,-2,#NAME?,10-Feb,NESS04-2-SS-2-10,2006-09-20,9:46,-9999,-9999,-9999,,8,7.38,81.68,60.15,39.85,0.18,303.47,4.43,-9999,-9999,-9999,-9999,-9999
NESS,4,-3,#NAME?,0-2,NESS04-3-SS-0-2,2006-09-20,10:05,-9999,-9999,-9999,,2,7.77,87.7,68.77,31.23,0.12,204.61,0.5,207,11.2,-9999,-9999,-9999
NESS,4,-3,#NAME?,10-Feb,NESS04-3-SS-2-10,2006-09-20,10:05,-9999,-9999,-9999,,8,7.36,80.58,58.61,41.39,0.21,320.62,5.48,253.6,16.7,331.01,-9999,-9999
NESS,4,-3,#NAME?,20-Oct,NESS04-3-SS-10-20,2006-09-20,10:05,-9999,-9999,-9999,,10,7.38,77.21,58.34,41.66,0.27,262.18,7.01,239.6,12,-9999,-9999,-9999
NESS,6,-1,#NAME?,0-2,NESS06-1-SS-0-2,2006-09-20,10:55,-9999,-9999,-9999,,2,7.4,91.59,34.5,65.5,0.08,672.91,1.07,-9999,-9999,-9999,-9999,-9999
NESS,6,-1,#NAME?,10-Feb,NESS06-1-SS-2-10,2006-09-20,10:55,-9999,-9999,-9999,,8,7.4,86.74,57.57,42.43,0.13,291.36,3,-9999,-9999,-9999,-9999,-9999
NESS,6,-1,#NAME?,20-Oct,NESS06-1-SS-10-20,2006-09-20,10:55,-9999,-9999,-9999,,10,7.39,86.2,24.67,75.33,0.14,318.17,4.41,-9999,-9999,-9999,-9999,-9999
NESS,6,-2,#NAME?,-9999,NESS06-2-SF,2006-09-20,11:27,-9999,-9999,-9999,,5.5,7.12,97.85,34.55,65.45,0.02,727.84,0.68,303.8,21.6,-9999,-9999,-9999
NESS,6,-2,#NAME?,0-2,NESS06-2-SS-0-2,2006-09-20,11:27,-9999,-9999,-9999,,2,7.32,90.87,47.28,52.72,0.09,528.56,0.96,229.1,12.7,-9999,-9999,-9999
NESS,6,-2,#NAME?,10-Feb,NESS06-2-SS-2-10,2006-09-20,11:27,-9999,-9999,-9999,,8,7.27,79.71,73.09,26.91,0.21,294.95,4.98,211.4,12.8,-9999,-9999,-9999
NESS,6,-2,#NAME?,20-Oct,NESS06-2-SS-10-20,2006-09-20,11:27,-9999,-9999,-9999,,10,6.96,69.97,57.48,42.52,0.34,234.55,7.95,243.9,13.6,344.01,-9999,-9999
NESS,6,-3,#NAME?,0-2,NESS06-3-SS-0-2,2006-09-20,12:05,-9999,-9999,-9999,,2,7.2,90.54,54.61,45.39,0.11,115.68,0.25,-9999,-9999,-9999,-9999,-9999
NESS,6,-3,#NAME?,10-Feb,NESS06-3-SS-2-10,2006-09-20,12:05,-9999,-9999,-9999,,8,7.23,78.74,76.47,23.53,0.21,123.59,2.07,-9999,-9999,-9999,-9999,-9999
NESS,6,-3,#NAME?,20-Oct,NESS06-3-SS-10-20,2006-09-20,12:05,-9999,-9999,-9999,,10,7.19,69.77,73.12,26.88,0.35,122.61,4.24,-9999,-9999,-9999,-9999,-9999
NESS,16,-1,#NAME?,-9999,NESS16-1-BP,2006-09-20,13:16,-9999,-9999,-9999,,1,7.29,85.54,65.02,34.98,0.1,154.69,0.15,-9999,-9999,-9999,-9999,-9999
NESS,16,-1,#NAME?,0-2,NESS16-1-SS-0-2,2006-09-20,13:16,-9999,-9999,-9999,,2,7.24,55.93,81.3,18.7,0.47,184.71,1.72,-9999,-9999,-9999,-9999,-9999
NESS,16,-1,#NAME?,08-Feb,NESS16-1-SS-2-8,2006-09-20,13:16,-9999,-9999,-9999,,6,7.38,51.58,87.65,12.35,0.62,117.02,4.33,-9999,-9999,-9999,-9999,-9999
NESS,16,-2,#NAME?,-9999,NESS16-2-BP,2006-09-20,13:39,-9999,-9999,-9999,,0.8,7.19,81.79,69.87,30.13,0.15,269.26,0.31,179.4,12.7,-9999,-9999,-9999
NESS,16,-2,#NAME?,10-12.5,NESS16-2-SS-10-12.5,2006-09-20,13:39,-9999,-9999,-9999,,2.5,7.66,43.23,91.28,8.72,0.91,96.49,2.2,97,3.7,-9999,-9999,-9999
NESS,16,-2,#NAME?,0-2,NESS16-2-SS-0-2,2006-09-20,13:39,-9999,-9999,-9999,,2,7.15,57.81,80.55,19.45,0.66,257.61,3.4,132.2,9.6,333.72,-9999,-9999
NESS,16,-2,#NAME?,10-Feb,NESS16-2-SS-2-10,2006-09-20,13:39,-9999,-9999,-9999,,8,7.19,52.63,86.99,13.01,0.63,158.38,7.97,105.3,5.6,-9999,-9999,-9999
NESS,16,-3,#NAME?,-9999,NESS16-3-BP,2006-09-20,13:56,-9999,-9999,-9999,,1,7.43,78.19,69.39,30.61,0.21,282.52,0.58,-9999,-9999,-9999,-9999,-9999
NESS,16,-3,#NAME?,0-2,NESS16-3-SS-0-2,2006-09-20,13:56,-9999,-9999,-9999,,2,7.35,54.12,84.79,15.21,0.66,212.06,2.79,-9999,-9999,-9999,-9999,-9999
NESS,16,-3,#NAME?,2-6.5,NESS16-3-SS-2-6.5,2006-09-20,13:56,-9999,-9999,-9999,,4.5,7.5,45.82,91.03,8.97,0.79,118.37,4.22,-9999,-9999,-9999,-9999,-9999
NESS,20,-1,#NAME?,-9999,NESS20-1-SF,2006-09-20,14:41,-9999,-9999,-9999,,5.5,7.1,96.22,64.17,35.83,0.03,178.68,0.28,-9999,-9999,-9999,-9999,-9999
NESS,20,-1,#NAME?,0-2,NESS20-1-SS-0-2,2006-09-20,14:41,-9999,-9999,-9999,,2,7.17,85.13,80.53,19.47,0.18,158.21,0.56,-9999,-9999,-9999,-9999,-9999
NESS,20,-1,#NAME?,10-Feb,NESS20-1-SS-2-10,2006-09-20,14:41,-9999,-9999,-9999,,8,7.29,67.56,88.96,11.04,0.42,117.75,3.97,-9999,-9999,-9999,-9999,-9999
NESS,20,-1,#NAME?,20-Oct,NESS20-1-SS-10-20,2006-09-20,14:41,-9999,-9999,-9999,,10,7.11,71.96,71.55,28.45,0.36,261.96,9.38,-9999,-9999,-9999,-9999,-9999
NESS,20,-2,#NAME?,-9999,NESS20-2-SF,2006-09-20,15:06,-9999,-9999,-9999,,11.5,7.28,96.71,62.31,37.69,0.03,215.88,0.75,-9999,-9999,-9999,-9999,-9999
NESS,20,-2,#NAME?,0-2,NESS20-2-SS-0-2,2006-09-20,15:06,-9999,-9999,-9999,,2,7.21,84.12,80.05,19.95,0.15,191.74,0.56,-9999,-9999,-9999,-9999,-9999
NESS,20,-2,#NAME?,10-Feb,NESS20-2-SS-2-10,2006-09-20,15:06,-9999,-9999,-9999,,8,7.28,71.36,85.7,14.3,0.28,136.52,3.09,-9999,-9999,-9999,-9999,-9999
NESS,20,-2,#NAME?,10-17.5,NESS20-2-SS-10-17.5,2006-09-20,15:06,-9999,-9999,-9999,,7.5,7.39,78.63,49.73,50.27,0.22,197.06,3.31,-9999,-9999,-9999,-9999,-9999
NESS,20,-3,#NAME?,-9999,NESS20-3-SF,2006-09-20,15:27,-9999,-9999,-9999,,7,7.36,95.25,69.26,30.74,0.03,163.09,0.36,206.5,11.2,-9999,-9999,-9999
NESS,20,-3,#NAME?,0-2,NESS20-3-SS-0-2,2006-09-20,15:27,-9999,-9999,-9999,,2,7.31,81.95,83.63,16.37,0.18,134.21,0.48,168.9,7.5,-9999,-9999,-9999
NESS,20,-3,#NAME?,10-Feb,NESS20-3-SS-2-10,2006-09-20,15:27,-9999,-9999,-9999,,8,7.4,66.96,87.57,12.43,0.39,140.48,4.43,158.1,6.1,167.36,-9999,-9999
NESS,20,-3,#NAME?,20-Oct,NESS20-3-SS-10-20,2006-09-20,15:27,-9999,-9999,-9999,,10,7.57,60.71,87.57,12.43,0.48,129.29,6.18,169.8,7.1,-9999,-9999,-9999
NESS,30,-1,#NAME?,-9999,NESS30-1-BP,2006-09-20,16:12,-9999,-9999,-9999,,2,-9999,78.69,75.25,24.75,0.14,64.74,0.18,-9999,-9999,-9999,-9999,-9999
